pair_id,task,site_type,outcome
P_ecstasy-d1-v4,Reader,ReaderSite,0.15346841746752915
P_ecstasy-d1-v4,Self,ReaderSite,0.09931396018704852
P_ecstasy-d2-v1,Reader,ReaderSite,0.042831434623558984
P_ecstasy-d2-v1,Self,ReaderSite,0.028634808552950197
P_ecstasy-d2-v2,Reader,ReaderSite,0.1498113709624178
P_ecstasy-d2-v2,Self,ReaderSite,0.0839950672548273
P_ecstasy-d2-v3,Reader,ReaderSite,0.01366475613830076
P_ecstasy-d2-v3,Self,ReaderSite,0.0298894439808306
P_ecstasy-d2-v4,Reader,ReaderSite,0.11007379005790252
P_ecstasy-d2-v4,Self,ReaderSite,0.00036127868152657783
P_ecstasy-d3-v1,Reader,ReaderSite,0.04257048168431421
P_ecstasy-d3-v1,Self,ReaderSite,0.1234080769967818
P_ecstasy-d3-v2,Reader,ReaderSite,0.08301894954115241
P_ecstasy-d3-v2,Self,ReaderSite,0.02647440118490607
P_ecstasy-d3-v3,Reader,ReaderSite,0.1885174733500321
P_ecstasy-d3-v3,Self,ReaderSite,0.3160779998406893
P_ecstasy-d3-v4,Reader,ReaderSite,0.07899252743592733
P_ecstasy-d3-v4,Self,ReaderSite,0.06191610610083664
P_loathing-d1-v1,Reader,ReaderSite,0.2178528944326903
P_loathing-d1-v1,Self,ReaderSite,0.16605308126025076
P_loathing-d1-v2,Reader,ReaderSite,0.0624446693941465
P_loathing-d1-v2,Self,ReaderSite,0.1064325506463959
P_loathing-d1-v3,Reader,ReaderSite,0.049216034148682475
P_loathing-d1-v3,Self,ReaderSite,0.012991566003789146
P_loathing-d1-v4,Reader,ReaderSite,0.0034377920772925563
P_loathing-d1-v4,Self,ReaderSite,0.011254969144056659
P_loathing-d2-v1,Reader,ReaderSite,0.13215799408247975
P_loathing-d2-v1,Self,ReaderSite,0.15390762877470898
P_loathing-d2-v2,Reader,ReaderSite,0.1726455396176414
P_loathing-d2-v2,Self,ReaderSite,0.1272843110892934
P_loathing-d2-v3,Reader,ReaderSite,0.14785341469046376
P_loathing-d2-v3,Self,ReaderSite,0.08960737319321144
P_loathing-d2-v4,Reader,ReaderSite,0.17628401145055683
P_loathing-d2-v4,Self,ReaderSite,0.032198267300989514
P_loathing-d3-v1,Reader,ReaderSite,0.0528735716842359
P_loathing-d3-v1,Self,ReaderSite,0.10069015172234863
P_loathing-d3-v2,Reader,ReaderSite,0.194028253071016
P_loathing-d3-v2,Self,ReaderSite,0.2820020463504571
P_loathing-d3-v3,Reader,ReaderSite,0.08849293100066369
P_loathing-d3-v3,Self,ReaderSite,0.19740858438509967
P_loathing-d3-v4,Reader,ReaderSite,0.07128802111231725
P_loathing-d3-v4,Self,ReaderSite,0.052482268753295536
P_amazement-d1-v1,Reader,ReaderSite,0.11120343476348804
P_amazement-d1-v1,Self,ReaderSite,0.06998086942714732
P_amazement-d1-v2,Reader,ReaderSite,0.20696623552449633
P_amazement-d1-v2,Self,ReaderSite,0.1546801760894958
P_amazement-d1-v3,Reader,ReaderSite,0.36096353759563904
P_amazement-d1-v3,Self,ReaderSite,0.24030594607181044
P_amazement-d1-v4,Reader,ReaderSite,0.09452232673849181
P_amazement-d1-v4,Self,ReaderSite,0.05836793152991504
P_amazement-d2-v1,Reader,ReaderSite,0.11052950804799888
P_amazement-d2-v1,Self,ReaderSite,0.028085493347892232
P_amazement-d2-v2,Reader,ReaderSite,0.01667416906692676
P_amazement-d2-v2,Self,ReaderSite,0.051396941832722476
P_amazement-d2-v3,Reader,ReaderSite,0.09435392430621015
P_amazement-d2-v3,Self,ReaderSite,0.012320996209497892
P_amazement-d2-v4,Reader,ReaderSite,0.20120064289513806
P_amazement-d2-v4,Self,ReaderSite,0.11264250032903345
P_amazement-d3-v1,Reader,ReaderSite,0.07797680474261526
P_amazement-d3-v1,Self,ReaderSite,0.08647619096408121
P_amazement-d3-v2,Reader,ReaderSite,0.16009028846040607
P_amazement-d3-v2,Self,ReaderSite,0.20298258768168154
P_amazement-d3-v3,Reader,ReaderSite,0.03432902077249533
P_amazement-d3-v3,Self,ReaderSite,0.0648864556500719
P_amazement-d3-v4,Reader,ReaderSite,0.004080138387668519
P_amazement-d3-v4,Self,ReaderSite,0.03563026442742512
P_admiration-d1-v1,Reader,ReaderSite,0.07287612987222225
P_admiration-d1-v1,Self,ReaderSite,0.07988276856297727
P_admiration-d1-v2,Reader,ReaderSite,0.30471480205656665
P_admiration-d1-v2,Self,ReaderSite,0.3265441150945758
P_admiration-d1-v3,Reader,ReaderSite,0.16497053076479062
P_admiration-d1-v3,Self,ReaderSite,0.17378825097972594
P_admiration-d1-v4,Reader,ReaderSite,0.16726470207449395
P_admiration-d1-v4,Self,ReaderSite,0.16046974031460604
P_admiration-d2-v1,Reader,ReaderSite,0.03857938468073652
P_admiration-d2-v1,Self,ReaderSite,0.10640251592109973
P_admiration-d2-v2,Reader,ReaderSite,0.14572083595107443
P_admiration-d2-v2,Self,ReaderSite,0.06310732108336659
P_admiration-d2-v3,Reader,ReaderSite,0.06253548395210373
P_admiration-d2-v3,Self,ReaderSite,0.13926717121527687
P_admiration-d2-v4,Reader,ReaderSite,0.30407814785827636
P_admiration-d2-v4,Self,ReaderSite,0.15286866963992285
P_admiration-d3-v1,Reader,ReaderSite,0.14493153058127461
P_admiration-d3-v1,Self,ReaderSite,0.062213584728964655
P_admiration-d3-v2,Reader,ReaderSite,0.022834158777117253
P_admiration-d3-v2,Self,ReaderSite,0.09499269445962
P_admiration-d3-v3,Reader,ReaderSite,0.08880798940825407
P_admiration-d3-v3,Self,ReaderSite,0.0457325439065972
P_admiration-d3-v4,Reader,ReaderSite,0.10290989173507192
P_admiration-d3-v4,Self,ReaderSite,0.0006862415609951711
P_vigilance-d1-v1,Reader,ReaderSite,0.31578792685436774
P_vigilance-d1-v1,Self,ReaderSite,0.30193018702819074
P_vigilance-d1-v2,Reader,ReaderSite,0.1374159708262459
P_vigilance-d1-v2,Self,ReaderSite,0.06475464012400156
P_vigilance-d1-v3,Reader,ReaderSite,0.24426985174499816
P_vigilance-d1-v3,Self,ReaderSite,0.2590849997993576
P_vigilance-d1-v4,Reader,ReaderSite,0.2695399404604082
P_vigilance-d1-v4,Self,ReaderSite,0.21221980566320386
P_vigilance-d2-v1,Reader,ReaderSite,0.1553287276621811
P_vigilance-d2-v1,Self,ReaderSite,0.06211089313390428
P_vigilance-d2-v2,Reader,ReaderSite,0.029533999318832826
P_vigilance-d2-v2,Self,ReaderSite,0.05580856654301858
P_vigilance-d2-v3,Reader,ReaderSite,0.03912422352183764
P_vigilance-d2-v3,Self,ReaderSite,0.052372340723749744
P_vigilance-d2-v4,Reader,ReaderSite,0.2032950692803226
P_vigilance-d2-v4,Self,ReaderSite,0.07204334817260083
P_vigilance-d3-v1,Reader,ReaderSite,0.15313166654373234
P_vigilance-d3-v1,Self,ReaderSite,0.1454871431343996
P_vigilance-d3-v2,Reader,ReaderSite,0.2327895735711092
P_vigilance-d3-v2,Self,ReaderSite,0.15919568232586911
P_vigilance-d3-v3,Reader,ReaderSite,0.16432325145385462
P_vigilance-d3-v3,Self,ReaderSite,0.19403905435149937
P_vigilance-d3-v4,Reader,ReaderSite,0.15014361118980535
P_vigilance-d3-v4,Self,ReaderSite,0.20293395302968698
P_rage-d4-v1,Reader,ReaderSite,0.07884946004996252
P_rage-d4-v1,Self,ReaderSite,0.02077936481675824
P_rage-d4-v2,Reader,ReaderSite,0.13109918969439072
P_rage-d4-v2,Self,ReaderSite,0.1379843417157156
P_rage-d4-v3,Reader,ReaderSite,0.021000886521748363
P_rage-d4-v3,Self,ReaderSite,0.030948802478401483
P_rage-d4-v4,Reader,ReaderSite,0.12693797563903697
P_rage-d4-v4,Self,ReaderSite,0.035192467283789775
P_rage-d5-v1,Reader,ReaderSite,0.21527973268755662
P_rage-d5-v1,Self,ReaderSite,0.013655900647351338
P_rage-d5-v2,Reader,ReaderSite,0.12059237728517402
P_rage-d5-v2,Self,ReaderSite,0.3133530729427436
P_rage-d5-v3,Reader,ReaderSite,0.006399841439344911
P_rage-d5-v3,Self,ReaderSite,0.10017234256594687
P_rage-d5-v4,Reader,ReaderSite,0.014317841866750669
P_rage-d5-v4,Self,ReaderSite,0.15756353988416727
P_rage-d6-v1,Reader,ReaderSite,0.06650836155931028
P_rage-d6-v1,Self,ReaderSite,0.02050863880306597
P_rage-d6-v2,Reader,ReaderSite,0.02874446729351643
P_rage-d6-v2,Self,ReaderSite,0.13647245126839458
P_rage-d6-v3,Reader,ReaderSite,0.09202016961454618
P_rage-d6-v3,Self,ReaderSite,0.051816832325539686
P_rage-d6-v4,Reader,ReaderSite,0.06918966194464549
P_rage-d6-v4,Self,ReaderSite,0.06806524748395582
P_grief-d4-v1,Reader,ReaderSite,0.1596909715417727
P_grief-d4-v1,Self,ReaderSite,0.07361496424540714
P_grief-d4-v2,Reader,ReaderSite,0.032526830501645065
P_grief-d4-v2,Self,ReaderSite,0.07210874212578933
P_grief-d4-v3,Reader,ReaderSite,0.27954097115688725
P_grief-d4-v3,Self,ReaderSite,0.168248446609498
P_grief-d4-v4,Reader,ReaderSite,0.016927694372234292
P_grief-d4-v4,Self,ReaderSite,0.10236883067912039
P_grief-d5-v1,Reader,ReaderSite,0.048275096853888755
P_grief-d5-v1,Self,ReaderSite,0.055159403381294325
P_grief-d5-v2,Reader,ReaderSite,0.10502414273585181
P_grief-d5-v2,Self,ReaderSite,0.05481887031987487
P_grief-d5-v3,Reader,ReaderSite,0.021635951255730923
P_grief-d5-v3,Self,ReaderSite,0.016575742250442005
P_grief-d5-v4,Reader,ReaderSite,0.010277647795245315
P_grief-d5-v4,Self,ReaderSite,0.11277886245205782
P_grief-d6-v1,Reader,ReaderSite,0.07107088950953866
P_grief-d6-v1,Self,ReaderSite,0.016725270618739074
P_grief-d6-v2,Reader,ReaderSite,0.0890625030304868
P_grief-d6-v2,Self,ReaderSite,0.010262203137046733
P_grief-d6-v3,Reader,ReaderSite,0.005035704210007985
P_grief-d6-v3,Self,ReaderSite,0.03513826034242662
P_grief-d6-v4,Reader,ReaderSite,0.10326769895308363
P_grief-d6-v4,Self,ReaderSite,0.20464460361924974
P_terror-d4-v1,Reader,ReaderSite,0.0632237064870873
P_terror-d4-v1,Self,ReaderSite,0.14868479624681008
P_terror-d4-v2,Reader,ReaderSite,0.11387619888786027
P_terror-d4-v2,Self,ReaderSite,0.17039754881128744
P_terror-d4-v3,Reader,ReaderSite,0.07869762187458118
P_terror-d4-v3,Self,ReaderSite,0.07586980317963121
P_terror-d4-v4,Reader,ReaderSite,0.185877794529123
P_terror-d4-v4,Self,ReaderSite,0.08500100031281921
P_terror-d5-v1,Reader,ReaderSite,0.012855199002217432
P_terror-d5-v1,Self,ReaderSite,0.09449928662222096
P_terror-d5-v2,Reader,ReaderSite,0.2721208540074116
P_terror-d5-v2,Self,ReaderSite,0.2775241894639695
P_terror-d5-v3,Reader,ReaderSite,0.02189530549755414
P_terror-d5-v3,Self,ReaderSite,0.11071527448640861
P_terror-d5-v4,Reader,ReaderSite,0.03170261860432522
P_terror-d5-v4,Self,ReaderSite,0.09290634234060136
P_terror-d6-v1,Reader,ReaderSite,0.019628272964901328
P_terror-d6-v1,Self,ReaderSite,0.12658882756320544
P_terror-d6-v2,Reader,ReaderSite,0.07457332380191506
P_terror-d6-v2,Self,ReaderSite,0.17479818744064257
P_terror-d6-v3,Reader,ReaderSite,0.04546937303213561
P_terror-d6-v3,Self,ReaderSite,0.04733957392333199
P_terror-d6-v4,Reader,ReaderSite,0.04099663036048451
P_terror-d6-v4,Self,ReaderSite,0.13675443138253218
P_ecstasy-d4-v1,Reader,ReaderSite,0.05186027468258825
P_ecstasy-d4-v1,Self,ReaderSite,0.04027002255390855
P_ecstasy-d4-v2,Reader,ReaderSite,0.17201599783196642
P_ecstasy-d4-v2,Self,ReaderSite,0.21965585834068335
P_ecstasy-d4-v3,Reader,ReaderSite,0.2644789648648027
P_ecstasy-d4-v3,Self,ReaderSite,0.32928127643237115
P_ecstasy-d4-v4,Reader,ReaderSite,0.06374557570595041
P_ecstasy-d4-v4,Self,ReaderSite,0.036193542963804504
P_ecstasy-d5-v1,Reader,ReaderSite,0.06592362591072565
P_ecstasy-d5-v1,Self,ReaderSite,0.038736496253263475
P_ecstasy-d5-v2,Reader,ReaderSite,0.11685458588000053
P_ecstasy-d5-v2,Self,ReaderSite,0.07016624585687303
P_ecstasy-d5-v3,Reader,ReaderSite,0.019773763827461543
P_ecstasy-d5-v3,Self,ReaderSite,0.022601568190358634
P_ecstasy-d5-v4,Reader,ReaderSite,0.09757175449392452
P_ecstasy-d5-v4,Self,ReaderSite,0.044121941367311734
P_ecstasy-d6-v1,Reader,ReaderSite,0.041387217308330726
P_ecstasy-d6-v1,Self,ReaderSite,0.08883713193893872
P_ecstasy-d6-v2,Reader,ReaderSite,0.061765044109724165
P_ecstasy-d6-v2,Self,ReaderSite,0.04883625406804448
P_ecstasy-d6-v3,Reader,ReaderSite,0.0652172255030683
P_ecstasy-d6-v3,Self,ReaderSite,0.009671408243456803
P_ecstasy-d6-v4,Reader,ReaderSite,0.11712106356081708
P_ecstasy-d6-v4,Self,ReaderSite,0.013967935407100285
P_loathing-d4-v1,Reader,ReaderSite,0.13731047967696064
P_loathing-d4-v1,Self,ReaderSite,0.1105146904815415
P_loathing-d4-v2,Reader,ReaderSite,0.1824234288769757
P_loathing-d4-v2,Self,ReaderSite,0.05928159636489383
P_loathing-d4-v3,Reader,ReaderSite,0.07576509030098855
P_loathing-d4-v3,Self,ReaderSite,0.026670083017402924
P_loathing-d4-v4,Reader,ReaderSite,0.06762020159412607
P_loathing-d4-v4,Self,ReaderSite,0.07690862869209525
P_loathing-d5-v1,Reader,ReaderSite,0.21378210909058826
P_loathing-d5-v1,Self,ReaderSite,0.007331892480218372
P_loathing-d5-v2,Reader,ReaderSite,0.0038437896272789374
P_loathing-d5-v2,Self,ReaderSite,0.07755948508208199
P_loathing-d5-v3,Reader,ReaderSite,0.04358346516688627
P_loathing-d5-v3,Self,ReaderSite,0.1280170656454631
P_loathing-d5-v4,Reader,ReaderSite,0.05423969110836513
P_loathing-d5-v4,Self,ReaderSite,0.16803131263094517
P_loathing-d6-v1,Reader,ReaderSite,0.0770349474591221
P_loathing-d6-v1,Self,ReaderSite,0.003072169346813425
P_loathing-d6-v2,Reader,ReaderSite,0.010237196676712301
P_loathing-d6-v2,Self,ReaderSite,0.0021388176948740067
P_loathing-d6-v3,Reader,ReaderSite,0.14134987777436425
P_loathing-d6-v3,Self,ReaderSite,0.10467698950283388
P_loathing-d6-v4,Reader,ReaderSite,0.11937394418474945
P_loathing-d6-v4,Self,ReaderSite,0.20698355410254266
P_amazement-d4-v1,Reader,ReaderSite,0.06404647631106108
P_amazement-d4-v1,Self,ReaderSite,0.015149989350493165
P_amazement-d4-v2,Reader,ReaderSite,0.12107829412035898
P_amazement-d4-v2,Self,ReaderSite,0.0767065202249988
P_amazement-d4-v3,Reader,ReaderSite,0.15002486606979915
P_amazement-d4-v3,Self,ReaderSite,0.0795009593443492
P_amazement-d4-v4,Reader,ReaderSite,0.15612791057398212
P_amazement-d4-v4,Self,ReaderSite,0.08650396744970656
P_amazement-d5-v1,Reader,ReaderSite,0.09040253936949494
P_amazement-d5-v1,Self,ReaderSite,0.02735558563823659
P_amazement-d5-v2,Reader,ReaderSite,0.12054779277046812
P_amazement-d5-v2,Self,ReaderSite,0.007410985842059681
P_amazement-d5-v3,Reader,ReaderSite,0.1106364608114685
P_amazement-d5-v3,Self,ReaderSite,0.14310774205751553
P_amazement-d5-v4,Reader,ReaderSite,0.17753873147372268
P_amazement-d5-v4,Self,ReaderSite,0.06048871673068135
P_amazement-d6-v1,Reader,ReaderSite,0.08879162099605953
P_amazement-d6-v1,Self,ReaderSite,0.02067116962623672
P_amazement-d6-v2,Reader,ReaderSite,0.04886252139794056
P_amazement-d6-v2,Self,ReaderSite,0.021744005507910558
P_amazement-d6-v3,Reader,ReaderSite,0.24426688925379914
P_amazement-d6-v3,Self,ReaderSite,0.09146395704739341
P_amazement-d6-v4,Reader,ReaderSite,0.03861780516112656
P_amazement-d6-v4,Self,ReaderSite,0.13914310011932152
P_admiration-d4-v1,Reader,ReaderSite,0.1531592139045621
P_admiration-d4-v1,Self,ReaderSite,0.12159971021580418
P_admiration-d4-v2,Reader,ReaderSite,0.14042758778610231
P_admiration-d4-v2,Self,ReaderSite,0.0851202587438813
P_admiration-d4-v3,Reader,ReaderSite,0.10582879970959613
P_admiration-d4-v3,Self,ReaderSite,0.019742071069944522
P_admiration-d4-v4,Reader,ReaderSite,0.047182537671455194
P_admiration-d4-v4,Self,ReaderSite,0.018046688785383402
P_admiration-d5-v1,Reader,ReaderSite,0.08275604369978407
P_admiration-d5-v1,Self,ReaderSite,0.08674157706426477
P_admiration-d5-v2,Reader,ReaderSite,0.021580377279454943
P_admiration-d5-v2,Self,ReaderSite,0.18510095241069902
P_admiration-d5-v3,Reader,ReaderSite,0.05431155328352144
P_admiration-d5-v3,Self,ReaderSite,0.06919012286451753
P_admiration-d5-v4,Reader,ReaderSite,0.12235813099545201
P_admiration-d5-v4,Self,ReaderSite,0.25090153842901763
P_admiration-d6-v1,Reader,ReaderSite,0.09653193436416618
P_admiration-d6-v1,Self,ReaderSite,0.007037548938749971
P_admiration-d6-v2,Reader,ReaderSite,0.1416989252726255
P_admiration-d6-v2,Self,ReaderSite,0.004731930790138783
P_admiration-d6-v3,Reader,ReaderSite,0.11218163821062532
P_admiration-d6-v3,Self,ReaderSite,0.0034484333824185143
P_admiration-d6-v4,Reader,ReaderSite,0.06176778041726738
P_admiration-d6-v4,Self,ReaderSite,0.07918084822184213
P_vigilance-d4-v1,Reader,ReaderSite,0.1764747415442347
P_vigilance-d4-v1,Self,ReaderSite,0.1003420790248839
P_vigilance-d4-v2,Reader,ReaderSite,0.12926628287617437
P_vigilance-d4-v2,Self,ReaderSite,0.17144125622602502
P_vigilance-d4-v3,Reader,ReaderSite,0.13956580922901907
P_vigilance-d4-v3,Self,ReaderSite,0.08222206308048818
P_vigilance-d4-v4,Reader,ReaderSite,0.11068987171978328
P_vigilance-d4-v4,Self,ReaderSite,0.1884194342657226
P_vigilance-d5-v1,Reader,ReaderSite,0.020463966645744236
P_vigilance-d5-v1,Self,ReaderSite,0.1247656221211928
P_vigilance-d5-v2,Reader,ReaderSite,0.11272069953323527
P_vigilance-d5-v2,Self,ReaderSite,0.03400959121221803
P_vigilance-d5-v3,Reader,ReaderSite,0.04043740060435308
P_vigilance-d5-v3,Self,ReaderSite,0.07255960594222266
P_vigilance-d5-v4,Reader,ReaderSite,0.16262637678402392
P_vigilance-d5-v4,Self,ReaderSite,0.15338627279384287
P_vigilance-d6-v1,Reader,ReaderSite,0.04206086232628703
P_vigilance-d6-v1,Self,ReaderSite,0.030657276097838526
P_vigilance-d6-v2,Reader,ReaderSite,0.1138127906187929
P_vigilance-d6-v2,Self,ReaderSite,0.0038192026148440306
P_vigilance-d6-v3,Reader,ReaderSite,0.08497729886332639
P_vigilance-d6-v3,Self,ReaderSite,0.016012194500967247
P_vigilance-d6-v4,Reader,ReaderSite,0.1040961749673901
P_vigilance-d6-v4,Self,ReaderSite,0.026004161705193596
P_rage-d1-v1,Reader,SelfSite,0.018542263435102235
P_rage-d1-v1,Self,SelfSite,0.013672331051369113
P_rage-d1-v2,Reader,SelfSite,0.03752863203073886
P_rage-d1-v2,Self,SelfSite,0.04213462527152334
P_rage-d1-v3,Reader,SelfSite,0.030007799179584183
P_rage-d1-v3,Self,SelfSite,0.03714302920446588
P_rage-d1-v4,Reader,SelfSite,0.019540252450233275
P_rage-d1-v4,Self,SelfSite,0.029395504522605087
P_rage-d2-v1,Reader,SelfSite,0.05142381708380839
P_rage-d2-v1,Self,SelfSite,0.03603308238812453
P_rage-d2-v2,Reader,SelfSite,0.03101827367870058
P_rage-d2-v2,Self,SelfSite,0.03053906279125318
P_rage-d2-v3,Reader,SelfSite,0.050938511266839015
P_rage-d2-v3,Self,SelfSite,0.04085231233375275
P_rage-d2-v4,Reader,SelfSite,0.02762500902026499
P_rage-d2-v4,Self,SelfSite,0.026183396044769935
P_rage-d3-v1,Reader,SelfSite,0.018569164481615275
P_rage-d3-v1,Self,SelfSite,0.012725611694182959
P_rage-d3-v2,Reader,SelfSite,0.015913239788104327
P_rage-d3-v2,Self,SelfSite,0.015682170049622357
P_rage-d3-v3,Reader,SelfSite,0.012559532238141102
P_rage-d3-v3,Self,SelfSite,0.010823287998817932
P_rage-d3-v4,Reader,SelfSite,0.014413976080804858
P_rage-d3-v4,Self,SelfSite,0.022965764800305877
P_grief-d1-v1,Reader,SelfSite,0.032257761964946674
P_grief-d1-v1,Self,SelfSite,0.014848145670207202
P_grief-d1-v2,Reader,SelfSite,0.04261406327425643
P_grief-d1-v2,Self,SelfSite,0.035106662219137164
P_grief-d1-v3,Reader,SelfSite,0.031360521772326955
P_grief-d1-v3,Self,SelfSite,0.030216479679332053
P_grief-d1-v4,Reader,SelfSite,0.004296678268352672
P_grief-d1-v4,Self,SelfSite,0.004590254658384474
P_grief-d2-v1,Reader,SelfSite,0.05744603018078287
P_grief-d2-v1,Self,SelfSite,0.032458917753658056
P_grief-d2-v2,Reader,SelfSite,0.024304859985131877
P_grief-d2-v2,Self,SelfSite,0.018871886660524417
P_grief-d2-v3,Reader,SelfSite,0.02705162900638136
P_grief-d2-v3,Self,SelfSite,0.001300403621568691
P_grief-d2-v4,Reader,SelfSite,0.004069327447432158
P_grief-d2-v4,Self,SelfSite,0.009361100524956534
P_grief-d3-v1,Reader,SelfSite,0.03322957589810205
P_grief-d3-v1,Self,SelfSite,0.019631870121672
P_grief-d3-v2,Reader,SelfSite,0.013189765112980645
P_grief-d3-v2,Self,SelfSite,0.025703223574581102
P_grief-d3-v3,Reader,SelfSite,0.023923484052624566
P_grief-d3-v3,Self,SelfSite,0.0374982054168278
P_grief-d3-v4,Reader,SelfSite,0.025676261930741795
P_grief-d3-v4,Self,SelfSite,0.027395500573910603
P_terror-d1-v1,Reader,SelfSite,0.019852650014915874
P_terror-d1-v1,Self,SelfSite,0.017675554109223057
P_terror-d1-v2,Reader,SelfSite,0.02246897845484952
P_terror-d1-v2,Self,SelfSite,0.020967392966597664
P_terror-d1-v3,Reader,SelfSite,0.00422808816261
P_terror-d1-v3,Self,SelfSite,0.026651981821842696
P_terror-d1-v4,Reader,SelfSite,0.01981938830757013
P_terror-d1-v4,Self,SelfSite,0.017617624354055117
P_terror-d2-v1,Reader,SelfSite,0.005081862006154125
P_terror-d2-v1,Self,SelfSite,0.010676921329467959
P_terror-d2-v2,Reader,SelfSite,0.0340210001311636
P_terror-d2-v2,Self,SelfSite,0.02568080311170373
P_terror-d2-v3,Reader,SelfSite,0.02119872057233252
P_terror-d2-v3,Self,SelfSite,0.014795264266047603
P_terror-d2-v4,Reader,SelfSite,0.02591806648177286
