pair_id,task,site_type,outcome
P_grief-d2-v1,Reader,ReaderSite,0.010837938760555055
P_grief-d2-v1,Self,ReaderSite,0.12918707304047405
P_grief-d2-v2,Reader,ReaderSite,0.07532711792637947
P_grief-d2-v2,Self,ReaderSite,0.09202748644856396
P_grief-d2-v3,Reader,ReaderSite,0.03896477168712664
P_grief-d2-v3,Self,ReaderSite,0.2066788593786728
P_grief-d2-v4,Reader,ReaderSite,0.37215828280793506
P_grief-d2-v4,Self,ReaderSite,0.32143945494075776
P_grief-d3-v1,Reader,ReaderSite,0.12928676058933597
P_grief-d3-v1,Self,ReaderSite,0.17817727787957338
P_grief-d3-v2,Reader,ReaderSite,0.1404730713753306
P_grief-d3-v2,Self,ReaderSite,0.18514970972147626
P_grief-d3-v3,Reader,ReaderSite,0.06864720342727182
P_grief-d3-v3,Self,ReaderSite,0.09174751964407957
P_grief-d3-v4,Reader,ReaderSite,0.04351856841209489
P_grief-d3-v4,Self,ReaderSite,0.1851892601916827
P_terror-d1-v1,Reader,ReaderSite,0.05628272488687536
P_terror-d1-v1,Self,ReaderSite,0.036305230012663614
P_terror-d1-v2,Reader,ReaderSite,0.10518299398518582
P_terror-d1-v2,Self,ReaderSite,0.04572079501831894
P_terror-d1-v3,Reader,ReaderSite,0.08632182557866441
P_terror-d1-v3,Self,ReaderSite,0.07344123825276938
P_terror-d1-v4,Reader,ReaderSite,0.20818621113655755
P_terror-d1-v4,Self,ReaderSite,0.21843416721273545
P_terror-d2-v1,Reader,ReaderSite,0.11193656209217995
P_terror-d2-v1,Self,ReaderSite,0.09325528672158523
P_terror-d2-v2,Reader,ReaderSite,0.38662736465661673
P_terror-d2-v2,Self,ReaderSite,0.5101615302940221
P_terror-d2-v3,Reader,ReaderSite,0.0888193853205026
P_terror-d2-v3,Self,ReaderSite,0.01077460440451361
P_terror-d2-v4,Reader,ReaderSite,0.10483365087579521
P_terror-d2-v4,Self,ReaderSite,0.21060758794450418
P_terror-d3-v1,Reader,ReaderSite,0.287704524711641
P_terror-d3-v1,Self,ReaderSite,0.19198024569888528
P_terror-d3-v2,Reader,ReaderSite,0.15748100438876111
P_terror-d3-v2,Self,ReaderSite,0.1754557102794534
P_terror-d3-v3,Reader,ReaderSite,0.030824738747286418
P_terror-d3-v3,Self,ReaderSite,0.4696032423237275
P_terror-d3-v4,Reader,ReaderSite,0.06994518991336118
P_terror-d3-v4,Self,ReaderSite,0.11092699719810195
P_ecstasy-d1-v1,Reader,ReaderSite,0.2795189370647648
P_ecstasy-d1-v1,Self,ReaderSite,0.35413455554850604
P_ecstasy-d1-v2,Reader,ReaderSite,0.2954339832750401
P_ecstasy-d1-v2,Self,ReaderSite,0.15775343853884571
P_ecstasy-d1-v3,Reader,ReaderSite,0.06784521393976117
P_ecstasy-d1-v3,Self,ReaderSite,0.228651296927187
P_ecstasy-d1-v4,Reader,ReaderSite,0.10147743129831266
P_ecstasy-d1-v4,Self,ReaderSite,0.40262976539812545
P_ecstasy-d2-v1,Reader,ReaderSite,0.04571300888320362
P_ecstasy-d2-v1,Self,ReaderSite,0.23535753342056598
P_ecstasy-d2-v2,Reader,ReaderSite,0.09345628992987631
P_ecstasy-d2-v2,Self,ReaderSite,0.07340945781635
P_ecstasy-d2-v3,Reader,ReaderSite,0.042518549948352025
P_ecstasy-d2-v3,Self,ReaderSite,0.039273249475776595
P_ecstasy-d2-v4,Reader,ReaderSite,0.023461494167420938
P_ecstasy-d2-v4,Self,ReaderSite,0.15757138239587398
P_ecstasy-d3-v1,Reader,ReaderSite,0.25040609724311125
P_ecstasy-d3-v1,Self,ReaderSite,0.18959437857280204
P_ecstasy-d3-v2,Reader,ReaderSite,0.013696527953118043
P_ecstasy-d3-v2,Self,ReaderSite,0.025169241040495116
P_ecstasy-d3-v3,Reader,ReaderSite,0.08214610558968971
P_ecstasy-d3-v3,Self,ReaderSite,0.4309240426696199
P_ecstasy-d3-v4,Reader,ReaderSite,0.23088522638504827
P_ecstasy-d3-v4,Self,ReaderSite,0.015705400658050372
P_loathing-d1-v1,Reader,ReaderSite,0.2387848815124367
P_loathing-d1-v1,Self,ReaderSite,0.8937638182182917
P_loathing-d1-v2,Reader,ReaderSite,0.24111441560147995
P_loathing-d1-v2,Self,ReaderSite,0.9395674885297796
P_loathing-d1-v3,Reader,ReaderSite,0.021069677247987695
P_loathing-d1-v3,Self,ReaderSite,0.20203806153908732
P_loathing-d1-v4,Reader,ReaderSite,0.5330085908034832
P_loathing-d1-v4,Self,ReaderSite,1.047025501655316
P_loathing-d2-v1,Reader,ReaderSite,0.19825096237555062
P_loathing-d2-v1,Self,ReaderSite,0.5034504034093219
P_loathing-d2-v2,Reader,ReaderSite,0.10993472194197285
P_loathing-d2-v2,Self,ReaderSite,0.04494437055996858
P_loathing-d2-v3,Reader,ReaderSite,0.1724663027110176
P_loathing-d2-v3,Self,ReaderSite,0.19368864345302939
P_loathing-d2-v4,Reader,ReaderSite,0.1345042912724077
P_loathing-d2-v4,Self,ReaderSite,0.6456106583930734
P_loathing-d3-v1,Reader,ReaderSite,0.36608399861523466
P_loathing-d3-v1,Self,ReaderSite,0.7433501603943307
P_loathing-d3-v2,Reader,ReaderSite,0.03824125250544208
P_loathing-d3-v2,Self,ReaderSite,0.21008299706662248
P_loathing-d3-v3,Reader,ReaderSite,0.014852319295035166
P_loathing-d3-v3,Self,ReaderSite,0.0861129542958241
P_loathing-d3-v4,Reader,ReaderSite,0.18904037032411036
P_loathing-d3-v4,Self,ReaderSite,0.6294899477915386
P_amazement-d1-v1,Reader,ReaderSite,0.12177832782624964
P_amazement-d1-v1,Self,ReaderSite,0.027684096523647117
P_amazement-d1-v2,Reader,ReaderSite,0.2202684248731943
P_amazement-d1-v2,Self,ReaderSite,0.15799368951215254
P_amazement-d1-v3,Reader,ReaderSite,0.11849865555797301
P_amazement-d1-v3,Self,ReaderSite,0.17546194369039547
P_amazement-d1-v4,Reader,ReaderSite,0.15332178690219234
P_amazement-d1-v4,Self,ReaderSite,0.27769385670940405
P_amazement-d2-v1,Reader,ReaderSite,0.15653159141438877
P_amazement-d2-v1,Self,ReaderSite,0.14042395026084353
P_amazement-d2-v2,Reader,ReaderSite,0.13640481233001456
P_amazement-d2-v2,Self,ReaderSite,0.027472673667882752
P_amazement-d2-v3,Reader,ReaderSite,0.1907114723037413
P_amazement-d2-v3,Self,ReaderSite,0.02946965449770822
P_amazement-d2-v4,Reader,ReaderSite,0.05282797906562031
P_amazement-d2-v4,Self,ReaderSite,0.07066537518014204
P_amazement-d3-v1,Reader,ReaderSite,0.010436723332984066
P_amazement-d3-v1,Self,ReaderSite,0.14030730283753634
P_amazement-d3-v2,Reader,ReaderSite,0.1780766938318772
P_amazement-d3-v2,Self,ReaderSite,0.5094832887998919
P_amazement-d3-v3,Reader,ReaderSite,0.0012077688783360685
P_amazement-d3-v3,Self,ReaderSite,0.4695278129530278
P_amazement-d3-v4,Reader,ReaderSite,0.385065907409305
P_amazement-d3-v4,Self,ReaderSite,0.4507046224541851
P_admiration-d1-v1,Reader,ReaderSite,0.9515770395017609
P_admiration-d1-v1,Self,ReaderSite,0.9351300656881953
P_admiration-d1-v2,Reader,ReaderSite,0.1112985028265463
P_admiration-d1-v2,Self,ReaderSite,0.23185084455251825
P_admiration-d1-v3,Reader,ReaderSite,0.07205948307131749
P_admiration-d1-v3,Self,ReaderSite,0.24253381880210068
P_admiration-d1-v4,Reader,ReaderSite,0.016356964389715678
P_admiration-d1-v4,Self,ReaderSite,0.1414503535718854
P_admiration-d2-v1,Reader,ReaderSite,0.31176005052955613
P_admiration-d2-v1,Self,ReaderSite,0.7787754593571776
P_admiration-d2-v2,Reader,ReaderSite,0.1979331566100928
P_admiration-d2-v2,Self,ReaderSite,0.2596757145218609
P_admiration-d2-v3,Reader,ReaderSite,0.20954791847451215
P_admiration-d2-v3,Self,ReaderSite,0.29371092197331716
P_admiration-d2-v4,Reader,ReaderSite,0.11152191295422131
P_admiration-d2-v4,Self,ReaderSite,0.21619107743432853
P_admiration-d3-v1,Reader,ReaderSite,0.07203302488088603
P_admiration-d3-v1,Self,ReaderSite,0.2645610258300124
P_admiration-d3-v2,Reader,ReaderSite,0.041033330440352955
P_admiration-d3-v2,Self,ReaderSite,0.18015502054897325
P_admiration-d3-v3,Reader,ReaderSite,0.04149537786148372
P_admiration-d3-v3,Self,ReaderSite,0.09375530319257752
P_admiration-d3-v4,Reader,ReaderSite,0.25898303483021845
P_admiration-d3-v4,Self,ReaderSite,0.2766394594445467
P_vigilance-d1-v1,Reader,ReaderSite,0.04219323832721056
P_vigilance-d1-v1,Self,ReaderSite,0.01214357552413059
P_vigilance-d1-v2,Reader,ReaderSite,0.1049027856350806
P_vigilance-d1-v2,Self,ReaderSite,0.019866539692728225
P_vigilance-d1-v3,Reader,ReaderSite,0.03238942722650151
P_vigilance-d1-v3,Self,ReaderSite,0.11376553145700896
P_vigilance-d1-v4,Reader,ReaderSite,0.10098854091313747
P_vigilance-d1-v4,Self,ReaderSite,0.10840574075548348
P_vigilance-d2-v1,Reader,ReaderSite,0.17583284241529107
P_vigilance-d2-v1,Self,ReaderSite,0.22572625646321853
P_vigilance-d2-v2,Reader,ReaderSite,0.010419447820149585
P_vigilance-d2-v2,Self,ReaderSite,0.050107390280517805
P_vigilance-d2-v3,Reader,ReaderSite,0.11842371296151999
P_vigilance-d2-v3,Self,ReaderSite,0.05648559899691019
P_vigilance-d2-v4,Reader,ReaderSite,0.10064697031778191
P_vigilance-d2-v4,Self,ReaderSite,0.07083150167561936
P_vigilance-d3-v1,Reader,ReaderSite,0.10832954633683833
P_vigilance-d3-v1,Self,ReaderSite,0.046710627816824335
P_vigilance-d3-v2,Reader,ReaderSite,0.019245075269276768
P_vigilance-d3-v2,Self,ReaderSite,0.027857145492518498
P_vigilance-d3-v3,Reader,ReaderSite,0.022681398022337262
P_vigilance-d3-v3,Self,ReaderSite,0.18709097625488802
P_vigilance-d3-v4,Reader,ReaderSite,0.10910685231663297
P_vigilance-d3-v4,Self,ReaderSite,0.09320616573709728
P_rage-d4-v1,Reader,ReaderSite,0.02262849677582901
P_rage-d4-v1,Self,ReaderSite,0.12014477407243263
P_rage-d4-v2,Reader,ReaderSite,0.15579268284249492
P_rage-d4-v2,Self,ReaderSite,0.3060790852990376
P_rage-d4-v3,Reader,ReaderSite,0.29171712293072716
P_rage-d4-v3,Self,ReaderSite,0.37392916456002645
P_rage-d4-v4,Reader,ReaderSite,0.32383020456866785
P_rage-d4-v4,Self,ReaderSite,0.3962388923405529
P_rage-d5-v1,Reader,ReaderSite,0.4432352880965418
P_rage-d5-v1,Self,ReaderSite,0.5238196201363934
P_rage-d5-v2,Reader,ReaderSite,0.1222835797819335
P_rage-d5-v2,Self,ReaderSite,0.5368958180531123
P_rage-d5-v3,Reader,ReaderSite,0.5385869426809413
P_rage-d5-v3,Self,ReaderSite,0.6290161035214643
P_rage-d5-v4,Reader,ReaderSite,0.46307127271267756
P_rage-d5-v4,Self,ReaderSite,0.15406747993618897
P_rage-d6-v1,Reader,ReaderSite,0.047828393371185385
P_rage-d6-v1,Self,ReaderSite,0.004872717186320985
P_rage-d6-v2,Reader,ReaderSite,0.14375532955924664
P_rage-d6-v2,Self,ReaderSite,0.24679905917692535
P_rage-d6-v3,Reader,ReaderSite,0.34799082372942314
P_rage-d6-v3,Self,ReaderSite,1.060299547319576
P_rage-d6-v4,Reader,ReaderSite,0.10941652272517999
P_rage-d6-v4,Self,ReaderSite,0.24624530837871728
P_grief-d4-v1,Reader,ReaderSite,0.3132228637047616
P_grief-d4-v1,Self,ReaderSite,0.21587849252830527
P_grief-d4-v2,Reader,ReaderSite,0.28117306781445617
P_grief-d4-v2,Self,ReaderSite,0.27308247423051135
P_grief-d4-v3,Reader,ReaderSite,0.2918615826637243
P_grief-d4-v3,Self,ReaderSite,0.46559643468373846
P_grief-d4-v4,Reader,ReaderSite,0.052769229065254386
P_grief-d4-v4,Self,ReaderSite,0.07607596184009058
P_grief-d5-v1,Reader,ReaderSite,0.01748326265987732
P_grief-d5-v1,Self,ReaderSite,0.019511452400109874
P_grief-d5-v2,Reader,ReaderSite,0.8658406579690006
P_grief-d5-v2,Self,ReaderSite,0.6830415751292733
P_grief-d5-v3,Reader,ReaderSite,0.033528826053027316
P_grief-d5-v3,Self,ReaderSite,0.03479585161982346
P_grief-d5-v4,Reader,ReaderSite,0.46674078130108754
P_grief-d5-v4,Self,ReaderSite,0.3672587268382683
P_grief-d6-v1,Reader,ReaderSite,0.4678740426868755
P_grief-d6-v1,Self,ReaderSite,0.23427465203393538
P_grief-d6-v2,Reader,ReaderSite,0.12367515017419528
P_grief-d6-v2,Self,ReaderSite,0.21293907354122688
P_grief-d6-v3,Reader,ReaderSite,0.16543236189974309
P_grief-d6-v3,Self,ReaderSite,0.08196102587210063
P_grief-d6-v4,Reader,ReaderSite,0.03821089205601025
P_grief-d6-v4,Self,ReaderSite,0.03736489755570638
P_terror-d4-v1,Reader,ReaderSite,0.16197982833910096
P_terror-d4-v1,Self,ReaderSite,0.3415967802624218
P_terror-d4-v2,Reader,ReaderSite,0.16104099463117194
P_terror-d4-v2,Self,ReaderSite,0.4210350143561965
P_terror-d4-v3,Reader,ReaderSite,0.015895218969943947
P_terror-d4-v3,Self,ReaderSite,0.11333583307878392
P_terror-d4-v4,Reader,ReaderSite,0.003974055124557729
P_terror-d4-v4,Self,ReaderSite,0.1454905220495375
P_terror-d5-v1,Reader,ReaderSite,0.2714889882400602
P_terror-d5-v1,Self,ReaderSite,0.9807244712528216
P_terror-d5-v2,Reader,ReaderSite,0.13002066958703473
P_terror-d5-v2,Self,ReaderSite,0.2806774050792882
P_terror-d5-v3,Reader,ReaderSite,0.14603311239985217
P_terror-d5-v3,Self,ReaderSite,0.06494053280821976
P_terror-d5-v4,Reader,ReaderSite,0.29513290877953535
P_terror-d5-v4,Self,ReaderSite,0.6451694752468367
P_terror-d6-v1,Reader,ReaderSite,0.1296143829123375
P_terror-d6-v1,Self,ReaderSite,0.08935965629741016
P_terror-d6-v2,Reader,ReaderSite,0.07489469562813511
P_terror-d6-v2,Self,ReaderSite,0.17520984454073618
P_terror-d6-v3,Reader,ReaderSite,0.12418577008779597
P_terror-d6-v3,Self,ReaderSite,0.23001950320850373
P_terror-d6-v4,Reader,ReaderSite,0.07189087486413381
P_terror-d6-v4,Self,ReaderSite,0.01734963270296852
P_ecstasy-d4-v1,Reader,ReaderSite,0.2357059249992135
P_ecstasy-d4-v1,Self,ReaderSite,0.21353327388618304
P_ecstasy-d4-v2,Reader,ReaderSite,0.12220298544005148
P_ecstasy-d4-v2,Self,ReaderSite,0.43839918341588113
P_ecstasy-d4-v3,Reader,ReaderSite,0.2721486060913314
P_ecstasy-d4-v3,Self,ReaderSite,0.405264303353726
P_ecstasy-d4-v4,Reader,ReaderSite,0.20744828733408216
P_ecstasy-d4-v4,Self,ReaderSite,0.2251944519853506
P_ecstasy-d5-v1,Reader,ReaderSite,0.42548090749764
P_ecstasy-d5-v1,Self,ReaderSite,0.40135427852914063
P_ecstasy-d5-v2,Reader,ReaderSite,0.13441227504801478
P_ecstasy-d5-v2,Self,ReaderSite,0.05482600224151479
P_ecstasy-d5-v3,Reader,ReaderSite,0.01111615489069706
P_ecstasy-d5-v3,Self,ReaderSite,0.49692984425791487
P_ecstasy-d5-v4,Reader,ReaderSite,0.11953251185868474
P_ecstasy-d5-v4,Self,ReaderSite,0.17145529603018428
P_ecstasy-d6-v1,Reader,ReaderSite,0.10005261479112315
P_ecstasy-d6-v1,Self,ReaderSite,0.12989144806265474
P_ecstasy-d6-v2,Reader,ReaderSite,0.11426465811504904
P_ecstasy-d6-v2,Self,ReaderSite,0.014894101013175565
P_ecstasy-d6-v3,Reader,ReaderSite,0.24808825047326533
P_ecstasy-d6-v3,Self,ReaderSite,0.25007572905503217
P_ecstasy-d6-v4,Reader,ReaderSite,0.06318650344104348
P_ecstasy-d6-v4,Self,ReaderSite,0.18333810149589125
P_loathing-d4-v1,Reader,ReaderSite,0.29973127717788106
P_loathing-d4-v1,Self,ReaderSite,0.6828110074066727
P_loathing-d4-v2,Reader,ReaderSite,0.3889945035646636
P_loathing-d4-v2,Self,ReaderSite,0.6523751312435522
P_loathing-d4-v3,Reader,ReaderSite,0.24132727514198837
P_loathing-d4-v3,Self,ReaderSite,0.3833833689678956
P_loathing-d4-v4,Reader,ReaderSite,0.22737279826415513
P_loathing-d4-v4,Self,ReaderSite,0.6626045496715336
P_loathing-d5-v1,Reader,ReaderSite,0.046799516498966076
P_loathing-d5-v1,Self,ReaderSite,0.08704449262653235
P_loathing-d5-v2,Reader,ReaderSite,0.2649128049438172
P_loathing-d5-v2,Self,ReaderSite,0.2914556009467004
P_loathing-d5-v3,Reader,ReaderSite,0.08836467419903737
P_loathing-d5-v3,Self,ReaderSite,0.5044377383640333
P_loathing-d5-v4,Reader,ReaderSite,0.0555154903040358
P_loathing-d5-v4,Self,ReaderSite,0.1031356658688507
P_loathing-d6-v1,Reader,ReaderSite,0.1615012273259655
P_loathing-d6-v1,Self,ReaderSite,0.09216103041344592
P_loathing-d6-v2,Reader,ReaderSite,0.008938401771095617
P_loathing-d6-v2,Self,ReaderSite,0.7766122828381761
P_loathing-d6-v3,Reader,ReaderSite,0.46115465247406595
P_loathing-d6-v3,Self,ReaderSite,0.8382954640570031
P_loathing-d6-v4,Reader,ReaderSite,0.11569266100778242
P_loathing-d6-v4,Self,ReaderSite,0.18083515901844072
P_amazement-d4-v1,Reader,ReaderSite,0.026508929298350914
P_amazement-d4-v1,Self,ReaderSite,0.07169074948351195
P_amazement-d4-v2,Reader,ReaderSite,0.17266564234973014
P_amazement-d4-v2,Self,ReaderSite,0.320104689833669
P_amazement-d4-v3,Reader,ReaderSite,0.009652153268882913
P_amazement-d4-v3,Self,ReaderSite,0.03979536289339336
P_amazement-d4-v4,Reader,ReaderSite,0.010442335651315027
P_amazement-d4-v4,Self,ReaderSite,0.05050919554037847
P_amazement-d5-v1,Reader,ReaderSite,0.07368110735039668
P_amazement-d5-v1,Self,ReaderSite,0.024460634058559805
P_amazement-d5-v2,Reader,ReaderSite,0.42322627358282183
P_amazement-d5-v2,Self,ReaderSite,0.5108413347788083
P_amazement-d5-v3,Reader,ReaderSite,0.09549697881507857
P_amazement-d5-v3,Self,ReaderSite,0.15478893380124426
P_amazement-d5-v4,Reader,ReaderSite,0.032315558375865194
P_amazement-d5-v4,Self,ReaderSite,0.012294691128728275
P_amazement-d6-v1,Reader,ReaderSite,0.06543598458970212
P_amazement-d6-v1,Self,ReaderSite,0.4181655214462401
P_amazement-d6-v2,Reader,ReaderSite,0.16011974358169478
P_amazement-d6-v2,Self,ReaderSite,0.14771619598348096
P_amazement-d6-v3,Reader,ReaderSite,0.0533607961200655
P_amazement-d6-v3,Self,ReaderSite,0.011033977089484281
P_amazement-d6-v4,Reader,ReaderSite,0.14892850069990882
P_amazement-d6-v4,Self,ReaderSite,0.2564072585717483
P_admiration-d4-v1,Reader,ReaderSite,0.10163756558223902
P_admiration-d4-v1,Self,ReaderSite,0.280449169399545
P_admiration-d4-v2,Reader,ReaderSite,0.19621272841250192
P_admiration-d4-v2,Self,ReaderSite,0.35399161869874973
P_admiration-d4-v3,Reader,ReaderSite,0.5604164516401813
P_admiration-d4-v3,Self,ReaderSite,0.7199319209701693
P_admiration-d4-v4,Reader,ReaderSite,0.1872830374232155
P_admiration-d4-v4,Self,ReaderSite,0.07472439535111164
P_admiration-d5-v1,Reader,ReaderSite,0.11305145465572242
P_admiration-d5-v1,Self,ReaderSite,0.21466720750052737
P_admiration-d5-v2,Reader,ReaderSite,0.48399607053246196
P_admiration-d5-v2,Self,ReaderSite,0.8585019498267208
P_admiration-d5-v3,Reader,ReaderSite,0.42924239413983933
P_admiration-d5-v3,Self,ReaderSite,0.3880526077348465
P_admiration-d5-v4,Reader,ReaderSite,0.03889402871059655
P_admiration-d5-v4,Self,ReaderSite,0.2632943189372945
P_admiration-d6-v1,Reader,ReaderSite,0.1799303494236142
P_admiration-d6-v1,Self,ReaderSite,0.24217382020678002
P_admiration-d6-v2,Reader,ReaderSite,0.10997495452688266
P_admiration-d6-v2,Self,ReaderSite,0.20283225632019608
P_admiration-d6-v3,Reader,ReaderSite,0.6273980331395119
P_admiration-d6-v3,Self,ReaderSite,0.9480932197983121
P_admiration-d6-v4,Reader,ReaderSite,0.029989404956716648
P_admiration-d6-v4,Self,ReaderSite,0.10521003941487628
P_vigilance-d4-v1,Reader,ReaderSite,0.038038292248304906
P_vigilance-d4-v1,Self,ReaderSite,0.18587439781420922
P_vigilance-d4-v2,Reader,ReaderSite,0.19195353868111287
P_vigilance-d4-v2,Self,ReaderSite,0.22923804855562135
P_vigilance-d4-v3,Reader,ReaderSite,0.07128460655723678
P_vigilance-d4-v3,Self,ReaderSite,0.09979427897280235
P_vigilance-d4-v4,Reader,ReaderSite,0.18724774270346778
P_vigilance-d4-v4,Self,ReaderSite,0.40372847472594753
P_vigilance-d5-v1,Reader,ReaderSite,0.36966714688885594
P_vigilance-d5-v1,Self,ReaderSite,1.1142901975846318
P_vigilance-d5-v2,Reader,ReaderSite,0.04151595756292625
P_vigilance-d5-v2,Self,ReaderSite,0.20874910011878267
P_vigilance-d5-v3,Reader,ReaderSite,0.08007211076398324
P_vigilance-d5-v3,Self,ReaderSite,0.11847790212577802
P_vigilance-d5-v4,Reader,ReaderSite,0.17447383334988675
P_vigilance-d5-v4,Self,ReaderSite,0.021383541062426126
P_vigilance-d6-v1,Reader,ReaderSite,0.15865502784422159
P_vigilance-d6-v1,Self,ReaderSite,0.09551922842387839
P_vigilance-d6-v2,Reader,ReaderSite,0.5138877628492846
P_vigilance-d6-v2,Self,ReaderSite,0.43176744733656847
P_vigilance-d6-v3,Reader,ReaderSite,0.5801451361032317
P_vigilance-d6-v3,Self,ReaderSite,0.5583350746765747
P_vigilance-d6-v4,Reader,ReaderSite,0.48125880024360423
P_vigilance-d6-v4,Self,ReaderSite,0.46409654803572664
P_rage-d1-v1,Reader,SelfSite,0.03121340980102394
P_rage-d1-v1,Self,SelfSite,0.03126631837063032
P_rage-d1-v2,Reader,SelfSite,0.02385558859622794
P_rage-d1-v2,Self,SelfSite,0.003956065227667338
P_rage-d1-v3,Reader,SelfSite,0.020212929866759488
P_rage-d1-v3,Self,SelfSite,0.0201848804790985
P_rage-d1-v4,Reader,SelfSite,0.031316909278881866
P_rage-d1-v4,Self,SelfSite,0.03348235068286076
P_rage-d2-v1,Reader,SelfSite,0.008358252322147486
P_rage-d2-v1,Self,SelfSite,0.016814789859381563
P_rage-d2-v2,Reader,SelfSite,0.019271404987461604
P_rage-d2-v2,Self,SelfSite,0.014012614124545575
P_rage-d2-v3,Reader,SelfSite,0.026216530001367033
P_rage-d2-v3,Self,SelfSite,0.02228449255323417
P_rage-d2-v4,Reader,SelfSite,0.013894174873972709
P_rage-d2-v4,Self,SelfSite,0.027968905730824556
P_rage-d3-v1,Reader,SelfSite,0.025430409656932884
P_rage-d3-v1,Self,SelfSite,0.026833450015148586
P_rage-d3-v2,Reader,SelfSite,0.029534112197131535
P_rage-d3-v2,Self,SelfSite,0.023365545945598143
P_rage-d3-v3,Reader,SelfSite,0.02987402076340029
P_rage-d3-v3,Self,SelfSite,0.024231022313994544
P_rage-d3-v4,Reader,SelfSite,0.015842726210792968
P_rage-d3-v4,Self,SelfSite,0.026030168167764156
P_grief-d1-v1,Reader,SelfSite,0.022296884721413335
P_grief-d1-v1,Self,SelfSite,0.02655123655341196
P_grief-d1-v2,Reader,SelfSite,0.0030924505227680754
P_grief-d1-v2,Self,SelfSite,0.0071364772389905795
P_grief-d1-v3,Reader,SelfSite,0.02227323401355319
P_grief-d1-v3,Self,SelfSite,0.022026067957874762
P_grief-d1-v4,Reader,SelfSite,0.005589025197217268
P_grief-d1-v4,Self,SelfSite,0.003154258738666371
P_grief-d2-v1,Reader,SelfSite,0.019907349273277752
P_grief-d2-v1,Self,SelfSite,0.01125176859658783
P_grief-d2-v2,Reader,SelfSite,0.009160911872324817
P_grief-d2-v2,Self,SelfSite,0.0062955514378879585
P_grief-d2-v3,Reader,SelfSite,0.01614055417632443
P_grief-d2-v3,Self,SelfSite,0.02820825772589286
P_grief-d2-v4,Reader,SelfSite,0.0014101690448526938
P_grief-d2-v4,Self,SelfSite,0.013858383135803898
P_grief-d3-v1,Reader,SelfSite,0.014959020504897502
P_grief-d3-v1,Self,SelfSite,0.011770762014667646
P_grief-d3-v2,Reader,SelfSite,0.011305080378321897
P_grief-d3-v2,Self,SelfSite,0.01629405486532054
P_grief-d3-v3,Reader,SelfSite,0.012827024521149255
P_grief-d3-v3,Self,SelfSite,0.004191771333490912
P_grief-d3-v4,Reader,SelfSite,0.009827995482957874
P_grief-d3-v4,Self,SelfSite,0.0010395492751023028
P_terror-d1-v1,Reader,SelfSite,0.008787890624691208
P_terror-d1-v1,Self,SelfSite,0.006964821455926362
P_terror-d1-v2,Reader,SelfSite,0.004927675914391472
P_terror-d1-v2,Self,SelfSite,0.004888377788098808
P_terror-d1-v3,Reader,SelfSite,0.04633193822756576
P_terror-d1-v3,Self,SelfSite,0.044248923615339386
P_terror-d1-v4,Reader,SelfSite,0.03693332860444176
P_terror-d1-v4,Self,SelfSite,0.04179703613574404
P_terror-d2-v1,Reader,SelfSite,0.015157452617951428
P_terror-d2-v1,Self,SelfSite,0.0009681859742416421
P_terror-d2-v2,Reader,SelfSite,0.02360330434493907
P_terror-d2-v2,Self,SelfSite,0.0012675077329156181
P_terror-d2-v3,Reader,SelfSite,0.010231390905650173
P_terror-d2-v3,Self,SelfSite,0.010294948127285153
P_terror-d2-v4,Reader,SelfSite,0.02335595969032367
