id,text,human_writer_v,human_writer_a,human_writer_d,human_reader_v,human_reader_a,human_reader_d,w_ev,w_ea,w_ed,w_gv,w_ga,w_gd,w_p555,r_ev,r_ea,r_ed,r_gv,r_ga,r_gd,r_p555,s_ev,s_ea,s_ed,s_gv,s_ga,s_gd,s_p555
112C-L012_1625_1768,Please take a few minutes to send a donation to help one or more of our children successfully cross that threshold into the future.,3.0,2.67,2.67,3.2,3.0,2.8,3.6714023311593356,4.009549434669378,4.19216525819658,1,1,1,0.003930936576782518,3.4081486481137344,3.798232130109679,4.091026255296934,1,1,1,0.003948675969769813,4.351397403884931,4.445811997525868,4.697311329678252,1,1,1,0.006211136642219521
112C-L012_409_634,"To help them establish themselves in the community, the Pleasant Run Emancipation fund was begun in 1993 by private donors who wanted to provide a measure of financial support for those leaving our programs.",3.2,3.0,3.4,3.2,3.0,3.2,2.414189355776425,3.4523009178213373,3.683756925692381,1,1,1,0.0019317162218990352,1.7885861432535086,3.140761783933537,3.2113735199617093,1,1,1,0.0009479470560798755,3.156377301839217,4.1133458394302,4.416257643981905,1,1,1,0.003608091561839729
112C-L013_1130_1256,"Today, we serve children and families with a multitude of problems: emotional, physical, psychological and sexual abuse.",2.6,3.0,2.8,2.6,3.2,3.0,3.1200836500957285,3.871335812966672,3.843486179558819,1,1,1,0.0037762161696994995,2.8119340179215433,3.4916692779485645,3.5429506606922505,1,1,1,0.0030959954352803125,3.397906634625828,4.075446104629912,4.131059273757692,1,1,1,0.004869523927248425
112C-L013_156_252,"Little ones, like Baby Jessica, caught in the struggle between adoptive and birth parents.",2.67,3.0,3.0,3.0,3.0,3.0,3.3881439996802145,3.7381954013798824,3.9011477115594757,1,1,1,0.003654497193537784,2.772989591034547,3.438927433300855,3.473570388532606,1,1,1,0.0026141195058241597,4.007900210432845,4.227926280056641,4.41832379786694,1,1,1,0.005486421358235907
112C-L013_973_1053,Pleasant Run Children's Homes began serving children nearly 130 years ago.,3.0,3.2,3.2,3.2,3.2,3.6,2.3365876577172138,3.260730843114062,3.30364306484738,1,1,1,0.0030686223739093106,1.7860026183307418,2.779107272350129,2.774499649822279,1,1,1,0.0013666753924579272,2.826881568504281,3.5506866297953996,3.721290420311026,1,1,1,0.004524939856103826
112C-L014_1144_1226,"They leave Pleasant Run, generally, ready and able to contribute to society.",3.4,3.2,3.4,3.4,2.8,3.2,3.0912638471366227,3.617239084309347,3.700985793260478,1,1,1,0.0032467313732634476,2.6970538815030363,3.2857065560036194,3.2985183020829143,1,1,1,0.002548859251516672,3.9767355415862298,4.124816678425981,4.293238250924061,1,1,1,0.005544466051884897
112C-L014_18_31,"June 26, 1995",3.0,2.75,3.0,3.0,2.17,2.67,4.66419121616535,4.318740527896878,4.61919642595043,1,1,1,0.005468747320154521,4.420321825703752,4.330132692125432,4.514739541383992,1,1,1,0.005426481115081567,4.85295207419452,4.498069193941851,4.776061043789923,1,1,1,0.0060201529171093615
112C-L014_195_327,"Federal, state and local governments are freezing or withdrawing much-needed funding sources for people who are truly in need.",3.0,2.5,2.75,3.2,3.2,3.2,2.4375048630239835,3.4098050580107837,3.4011588510428923,1,1,1,0.0024071251257990617,2.0914141077306154,3.0592388085540074,3.0577373330422137,1,1,1,0.001715458130918296,3.0810634887537365,3.82433312200758,3.9006359414940706,1,1,1,0.00412917295419977
112C-L015_1147_1188,It may help a family stay together.,3.4,3.2,3.0,3.2,3.0,3.0,3.301020741955145,3.6174524171796416,3.786296864703665,1,1,1,0.0035015333464477397,2.5128190855067065,3.2508617578660015,3.2383726984480794,1,1,1,0.0021552213141981416,4.025220211528395,4.087130805932644,4.29181634438406,1,1,1,0.005406279441239645
112C-L015_1682_1813,Let our families and children know that you want them to have the same kinds of memories of the holidays you will have.,3.4,3.2,3.0,3.4,2.6,3.0,3.5340647967533063,3.9037259343699517,4.0365410727474345,1,1,1,0.003376675820265639,3.5829801545317004,3.7079565461135897,3.9475486095304375,1,1,1,0.0036062656313250395,4.372984375044721,4.373060913060321,4.621873719372399,1,1,1,0.005080862057970137
112C-L015_18_47,Dear Friends of Pleasant Run:,3.0,3.2,3.0,3.0,3.0,3.0,4.17802505369001,4.009263237522159,4.351411129408301,1,1,1,0.0049586250073911774,4.037044631997379,4.012476910712292,4.237000125136074,1,1,1,0.005257139152532619,4.267121333073906,4.210852680880055,4.536440321887893,1,1,1,0.006149220597806103
112C-L016_1321_1331,"Sincerely,",3.2,2.8,3.2,3.2,2.8,3.0,4.610317362659071,4.193201228233002,4.444358071287706,1,1,1,0.005242413221919916,4.154024673179763,3.8891260245110955,4.131485107418374,1,1,1,0.005095273713555704,4.63770852242455,4.358992725671147,4.626852938195556,1,1,1,0.005890362801276476
112C-L016_805_903,They do not have the resources necessary to purchase gifts or food for a holiday meal.,2.75,3.0,3.0,2.2,2.6,2.6,3.041671441137322,3.805293542241799,3.8911013216095363,1,1,1,0.0023805421258253088,2.5734268702568537,3.5320185344221313,3.4744717072110727,1,1,1,0.00197132044462393,3.7176253022066286,4.202940463267943,4.317122568833593,1,1,1,0.003984369635977948
113CWL017_1596_1640,You can make a difference in a child's life.,3.6,3.4,3.2,3.0,3.0,3.0,3.381157817988134,3.6439945159924934,3.839995120177308,1,1,1,0.0038474901754443195,2.9287762934043684,3.3199976915911535,3.5228086747467318,1,1,1,0.0028572543566886596,4.044964820068936,4.051288173091557,4.326330645534006,1,1,1,0.006145957044170744
113CWL017_18_64,"June 1, 1998 BOYS & Girls Club OF INDIANAPOLIS",3.0,3.0,3.25,3.0,3.0,3.0,4.279085630358355,4.231840879689671,4.393565926348265,1,1,1,0.005383001560050789,3.824023165402248,3.956952347174881,4.069549022752858,1,1,1,0.0047223382055975455,4.288156925693029,4.411889721060572,4.591769557392542,1,1,1,0.006305508579066509
113CWL017_924_1027,Please read the enclosed brochure for more information on the wonderful Super Summer Safari Camp!,3.2,3.2,3.2,3.2,3.2,3.2,3.2959125399843203,3.8491028792078983,3.9949169058451504,1,1,1,0.0036392371557921535,3.105108063375153,3.7448416331254144,3.778966245052788,1,1,1,0.003097019579898184,3.8401928055630608,4.1345562222118435,4.3553447037876705,1,1,1,0.005091750218292117
114CUL057_1539_1549,Questions?,3.0,3.0,2.8,3.0,3.4,3.4,4.666498434746291,4.290547355284332,4.566401370488581,1,1,1,0.00430376259270665,4.107055957157981,4.053177239295142,4.2762375987764845,1,1,1,0.003987868362630677,4.353459450615436,4.309275802366541,4.593433645673313,1,1,1,0.004254842008225383
114CUL057_214_357,"Saturday, September 20,1997, from 2:00 p.m. until 7:00 p.m., marks a special day, as Jameson Camp will hold its first ever Jameson Grill.",3.0,3.0,3.2,3.4,3.4,3.0,3.3075715388024163,3.655097157134758,3.8479683579857817,1,1,1,0.003715108397509141,2.8763200842811987,3.4397450787407706,3.4989317855981588,1,1,1,0.0026019273218412992,3.495306723036352,4.059296083997916,4.272380485864202,1,1,1,0.00488990934574721
114CUL057_74_207,"The only fund raising event in the world where you can bring your entire family, other employees, or maybe even your neighbors.",3.0,3.0,3.2,3.6,2.2,2.6,3.7399331901939066,4.118483009222579,4.183750529029632,1,1,1,0.004291575581854737,3.3622639602973283,3.8012478479500054,3.9450506299341748,1,1,1,0.00432822996496241,4.372433157247384,4.533153369756935,4.706995484088846,1,1,1,0.005560242019024595
114CUL059_1731_1735,P.S.,3.0,2.33,3.0,3.0,3.0,3.0,4.3514968723263525,4.060069941734814,4.335170167941813,1,1,1,0.00495123947608857,3.8470598941943877,3.7655805651526197,4.010543991057066,1,1,1,0.004288438090189371,4.414789480446972,4.274615418175496,4.568242834947659,1,1,1,0.0053504677914344885
114CUL060_783_845,"And not just during the summer, but throughout the year.",3.0,2.67,3.0,3.0,3.0,3.0,4.074376634937058,4.120180913629988,4.205980387963653,1,1,1,0.005936350174630958,3.6994803129013136,3.8752938235014387,3.9658180561080325,1,1,1,0.005039015090635757,4.5504197073258235,4.401500636800879,4.645347805650014,1,1,1,0.006867950609760832
115CVL035_1201_1335,"The end result will be kids who have a better understanding of and vision for their own future, be it college or a career.",3.4,3.2,3.2,3.4,3.4,3.6,3.139016782843986,3.7394914174726743,3.8228875861999185,1,1,1,0.003568942341738698,2.6125982351551373,3.4553566783036533,3.512562591126858,1,1,1,0.003069338894238256,3.862518877214296,4.269792092379638,4.368825062171837,1,1,1,0.0060793436608934034
115CVL036_1616_1741,I know that our staff and committee members will be happy to go with you to talk to these group if you need their help.,3.0,3.0,3.2,3.0,3.0,3.0,3.3189678179992446,3.8429198830924136,3.9147017087807185,1,1,1,0.0027886441982809262,2.839915246455659,3.6046338310128325,3.6782550805310716,1,1,1,0.002680216616885088,3.951112645372712,4.280419177757915,4.358470172672028,1,1,1,0.004353417321969488
115CVL036_1742_1858,We're at an exciting juncture and it won't be long until we start seeing solid results from our efforts.,3.4,3.4,3.6,4.2,4.0,4.0,3.3832654684570658,3.899441111844781,3.9230938011309755,1,1,1,0.00400415806556685,3.1926784139978057,3.6623142093651335,3.7661859709566996,1,1,1,0.004281253473264954,3.9015412131414995,4.233916089902191,4.3372283582457305,1,1,1,0.005946164113775844
115CVL037_18_31,"July 30, 1999",3.0,3.0,3.0,3.0,3.0,3.0,4.685862902529091,4.35079402084786,4.638371951703346,1,1,1,0.0054918486049834805,4.440823325795369,4.361323744114529,4.538485456600403,1,1,1,0.005591986608319087,4.83812768135661,4.503682270909425,4.77047270265764,1,1,1,0.006231656993798807
115CVL037_2285_2424,"Your gift will enable CCI to provide these and other necessary services at a neighborhood level, face-to-face, where it counts.",3.8,3.2,3.4,3.2,3.0,3.2,3.141357392604335,3.7503457046966373,3.840533383654726,1,1,1,0.0032475264879619193,2.544717943726734,3.4858374274998263,3.5527714895568465,1,1,1,0.0024327470522903403,3.796839907478195,4.237647154827723,4.349414620541718,1,1,1,0.005426995005970548
115CVL037_38_48,Dear Name:,3.0,2.5,2.5,3.0,2.6,3.2,4.174655563265671,4.0370566928823255,4.3234918180508854,1,1,1,0.004270741671316185,3.8064178125154813,3.829803812555088,4.1056505812764765,1,1,1,0.003979350193110189,3.985474723178287,4.156009793474245,4.4729751926933545,1,1,1,0.004455462973841587
115CVL037_946_1017,"Social Development and Recreation for children, youth and adults.",3.75,3.5,3.75,3.4,3.2,3.2,4.077400762487103,4.0911320979762005,4.280533173928262,1,1,1,0.0055328097662030095,3.6279433797809415,3.845227419589304,4.01723388568457,1,1,1,0.004209947563393462,4.420103588567777,4.315412025390666,4.543942854476534,1,1,1,0.007006003658540816
116CUL032_1095_1211,"As a provider of youth services, MCCOY, Inc. is here to support your valuable efforts to develop young people.",3.2,3.0,3.2,3.33,3.0,3.0,3.3710434802423315,4.008739352047776,4.07824776111435,1,1,1,0.00409572883298617,2.8211395706385494,3.6287914448535066,3.7463895438703503,1,1,1,0.0034278972245382227,3.821169885495663,4.303736132711774,4.413922194381588,1,1,1,0.005888309951640018
116CUL032_1212_1431,"Recently, through a lot of hard work and alliances with organizations like yours, some steps have been taken in our community that will help young people continue to be involved in positive activities.",3.2,3.2,3.2,3.75,3.0,3.0,3.436958535658543,4.148952974015615,4.207055234012835,1,1,1,0.003356604282566813,2.9779678444454847,3.7019640156079583,3.789461502561602,1,1,1,0.0025355748054471743,3.8417590380484525,4.262041502602885,4.563596999416613,1,1,1,0.004648302398546197
116CUL032_1432_1598,"One, IndyGo in April adopted a much-needed policy that all young people under the age of 19 may ride on their buses at half the normal fare all year long.",3.2,3.0,3.0,3.2,2.6,2.8,2.3043291962091352,3.5217615407034204,3.3535662929526406,1,1,1,0.0020280039948983716,1.6086343944027512,2.9980749517003895,2.854843899817932,1,1,1,0.0008819520524620436,2.975648733271237,3.7480844411261574,3.8892411086986605,1,1,1,0.003821547256755382
116CUL033_1389_1561,I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.,3.0,3.0,3.0,3.2,3.0,3.0,3.8645066999438846,4.081855640479246,4.306616131310006,1,1,1,0.004162729034534482,3.4966247770070957,4.071030634852276,4.050236359876574,1,1,1,0.003700510134950754,4.2570228953752105,4.460555427364094,4.616539240058296,1,1,1,0.005228656930190397
116CUL033_1704_1775,I will call you in a few weeks to discuss your level of interest.,3.0,3.2,3.6,3.4,3.4,3.4,3.5207143409029613,4.014165305291055,4.064197733382649,1,1,1,0.0034044253296482453,3.4385131626464203,3.842359296141862,3.802433543454998,1,1,1,0.00335155856787724,4.10608908721896,4.2499318973736155,4.4268635307399276,1,1,1,0.004843516169703585
116CUL033_259_497,"As you begin that process this year, I would like to ask you to consider helping young people in Marion County toward more positive youth development by becoming a supporter of the Marion County Commission on Youth, Inc.",3.25,3.0,3.0,2.5,2.5,3.5,3.6413762003528247,3.8649781643993086,3.9972347163028195,1,1,1,0.0039397716571422554,2.6182041304763413,3.45474893170723,3.448323492812864,1,1,1,0.002126337748504332,3.857731888576913,4.305726166809239,4.418065128436792,1,1,1,0.005223026861474553
116CUL034_2423_2505,McCoy has only one interest: the well being of Marion County's young people.,3.0,2.8,3.0,3.0,2.75,3.0,3.08479444628976,3.5215887741547056,3.6091729060599693,1,1,1,0.0030179732491898113,2.5035492112201174,3.203351807359215,3.16687874320019,1,1,1,0.0019419306852421789,3.6675549416396587,3.9284687591556358,4.032873895160717,1,1,1,0.004903137744174405
116CUL034_328_548,"It retained, however, the same mission with which it had been charged from its inception: to serve as a catalyst for effective, coordinated, and collaborative service delivery to youth in our community.",3.0,3.0,3.33,3.2,2.8,2.8,2.886798297056983,3.9196240591065985,3.88765459593803,1,1,1,0.003263947837447944,2.5715701810608165,3.65125014793154,3.560320595622709,1,1,1,0.0029330321133600513,3.8749457623576764,4.420157472545615,4.542058807919746,1,1,1,0.005896551593726667
116CUL034_4602_4655,John T. Neighbours Philip B. Roby President Treasurer,3.0,3.0,3.0,3.0,3.0,3.0,3.8286823947923114,4.142652171090102,4.315572934534425,1,1,1,0.004720356945171847,3.636777702885053,3.997564614913065,4.1864518039013365,1,1,1,0.004002391063166874,4.072484838796541,4.282514844853299,4.61614464446061,1,1,1,0.005129255670795033
116CUL034_72_82,Dear Name:,3.0,3.0,3.0,3.0,2.4,2.6,4.174655563265671,4.0370566928823255,4.3234918180508854,1,1,1,0.004270741671316185,3.8064178125154813,3.829803812555088,4.1056505812764765,1,1,1,0.003979350193110189,3.985474723178287,4.156009793474245,4.4729751926933545,1,1,1,0.004455462973841587
116CUL034_979_1118,A Providers Council and a Youth Coalition are building relationships that will hopefully bear great fruit in the years to come.,3.33,3.0,3.33,3.8,3.2,3.0,3.123011138130997,3.828099834440482,3.9006732747912447,1,1,1,0.003974099772676335,2.466452769520564,3.3599958479273706,3.4652687034868217,1,1,1,0.002450893462093851,3.604096097900063,4.172458042378285,4.355854359878755,1,1,1,0.005007155319786788
117CWL008_1187_1350,One of us will call you to discuss how your company can become an important highly visible partner with the JCC in support of our scholarship programs.,3.0,3.25,3.5,3.2,3.0,2.8,3.4282244815304663,3.9288185865419747,4.083339926837516,1,1,1,0.0035955671632699722,3.0357389223443634,3.9346979278265684,3.8199253466819267,1,1,1,0.0034315936133577536,4.021649958797239,4.454481156565155,4.564816636697822,1,1,1,0.004511476298251012
117CWL008_1449_1499,Thank you in advance for your consideration.,3.6,3.4,3.2,3.6,2.8,3.2,4.435267194248837,4.155543567842537,4.453019702426597,1,1,1,0.004355515847067928,4.090756703598732,4.099376343230736,4.245284254676255,1,1,1,0.004655693036687247,4.651725016408462,4.36755915053777,4.599676265426726,1,1,1,0.006295190104147564
117CWL009_1602_1650,"Judy Laikin, Chair Auction '99 Sponsor Committee",3.0,2.6,3.0,3.2,3.2,3.2,3.93707838471822,4.230807565523234,4.411866593040789,1,1,1,0.005072095642299025,3.6942914425479847,4.105454979977694,4.296925600105974,1,1,1,0.004110815568227842,4.210313408673515,4.463850897460974,4.727639961044501,1,1,1,0.005351123145462081
118CWL048_1493_1549,But caring adults like you can reach out and help.,3.4,3.2,3.2,3.4,3.4,3.4,3.162493612483046,3.549492870307206,3.6592185222003595,1,1,1,0.003794790357037064,2.7215984625585916,3.302006394598979,3.384263492674501,1,1,1,0.002831949031269306,3.8884999375169125,3.942741187946745,4.139491351692469,1,1,1,0.00565443450724652
118CWL048_345_468,Big Sisters helps bridge that gap by providing children with the resources they need -- Big Sisters volunteers.,3.33,3.0,3.67,3.33,3.0,3.0,3.0691402146716404,3.6729232262165494,3.7586836669376726,1,1,1,0.003602212006019379,2.021566876888248,3.1494148794267662,3.0841770485257314,1,1,1,0.0014928899337012503,3.6164003948717935,4.167221184420004,4.294197814307967,1,1,1,0.005861173349018494
118CWL049_1256_1327,"Today, we are offering you the opportunity to help change a life.",3.6,3.8,3.6,3.5,3.0,4.0,3.5290486682679703,3.925302920696011,4.126846005961806,1,1,1,0.0038909599052878363,3.223450771559043,3.634521847227071,3.787837845888114,1,1,1,0.0032206197351851273,3.9700324467200203,4.093397393719007,4.477285446262142,1,1,1,0.005055220598430591
118CWL049_1659_1850,"As a Matchmaker you will receive a description of ""your match"" and be identified as a Matchmaker on a plaque in the Big Sisters office, in the agency newsletter and annual report.",3.4,2.8,3.6,3.33,2.67,3.33,4.0297230973492235,4.415833120754338,4.546411425996446,1,1,1,0.00539571025804941,3.611219841944767,4.111382153703541,4.1823567431779765,1,1,1,0.004572299457486967,4.4714747639715,4.667726831340207,4.926510193015771,1,1,1,0.006360183029880052
118CWL049_1975_2035,Over 235 girls are currently waiting for a Big Sister.,2.67,3.0,2.67,3.0,3.0,3.0,4.064933355383168,4.297643935697322,4.419518841788854,1,1,1,0.005978155883310483,3.6542351190041726,3.9221083449679446,4.068191978471411,1,1,1,0.004320485237672105,4.265695750973407,4.407717493385922,4.630858390587489,1,1,1,0.007700643428851638
118CWL050_1405_1497,"Former Little Sister Amy, now 18-years old, is a testament to the Big Sisters program.",3.2,3.2,3.0,3.5,3.0,3.0,3.352722484048469,3.850914256324858,3.9324176386021383,1,1,1,0.004251865663780107,2.6585847123663657,3.42519663775047,3.427475697453539,1,1,1,0.003029612502469407,3.778273399181534,4.2314694834957685,4.3839028863867515,1,1,1,0.006032158159244866
118CWL050_1504_1554,"""I was matched with my Big Sister in June of 1992.",3.2,3.0,3.2,3.4,3.0,3.2,4.382205471410131,4.398820921787122,4.609029650606331,1,1,1,0.0048604375210576384,4.1168074957839735,4.195644548315199,4.3267670034311765,1,1,1,0.0044279713611057045,4.377535997868986,4.394241183088392,4.6658305104887665,1,1,1,0.005724500165426138
118CWL050_1555_1665,"Since then, she and I have grown very close and I have been able to experience lots of new things.",3.4,2.8,3.2,3.8,3.2,3.2,3.1644133108516557,3.850441802171178,3.967357458541805,1,1,1,0.002672283217606567,2.8639687689457274,3.4861022076084534,3.6375923384069044,1,1,1,0.0025473745387484797,3.8241170412683774,4.2823658519509635,4.448895051899727,1,1,1,0.004397803437831335
118CWL050_1666_1826,"We go to movies, dinner, concerts, and other stuff like that, but I have also been able to participate in charity events and fundraiser type things.",3.0,2.8,3.2,3.4,2.6,3.2,3.745593388417247,4.021424104103957,4.206917923197741,1,1,1,0.004314559615625342,3.060531616077418,3.8035500464553182,3.6993296971451812,1,1,1,0.0035463079702278332,4.296666400349905,4.43814689803018,4.479372126474919,1,1,1,0.006116979157981173
118CWL050_2742_2992,"It will also be used to help maintain the infrastructure that fosters and supports the development of effective relationships, including volunteer orientation and training and ongoing supervision and support by a professional staff.",3.0,2.8,3.0,3.5,3.0,3.5,3.0839515094785472,4.132664157497716,4.11296718463845,1,1,1,0.0034983233598978054,2.920390248979256,3.800643536986004,3.8420659069003893,1,1,1,0.002954927450504306,3.994440705631508,4.398732564299987,4.69421833222326,1,1,1,0.004975464883104849
119CWL041_39_64,"Name Address City, ST Zip",3.0,2.6,3.0,3.0,3.0,3.0,4.322203835871665,4.261227749585602,4.581416741789485,1,1,1,0.005337923868574129,4.163447767704521,4.262351672865536,4.444259739216358,1,1,1,0.005499312867308834,4.447027074626992,4.402422068329784,4.728152784871567,1,1,1,0.005802506672466464
119CWL041_424_593,"The Urban Mission Branch is reaching out to middle school youth with programs based on caring, honesty, respect and responsibility for themselves and others.",3.2,3.0,3.0,3.67,3.33,3.67,3.1945702126907873,3.7419793802801995,3.8423167167705152,1,1,1,0.0033086624427908578,2.1784510035935956,3.370349633620712,3.3246722460340115,1,1,1,0.0017127159892969283,3.5886897433045784,4.170902668684052,4.219741165884701,1,1,1,0.004865168916243217
20000410_nyt-NEW_81_280,"The Iraqi government has agreed to let U.S. Rep. Tony Hall visit the country next week to assess a humanitarian crisis that has festered since the Gulf War of 1990, Hall's office said Monday.",3.0,3.0,3.2,2.8,2.8,2.8,3.4687782730639882,3.7364066351723855,3.7776760990599136,1,1,1,0.004971352684105078,2.8054545948356573,3.365501795370311,3.3204893865623015,1,1,1,0.0028957225039489788,3.6963550927525803,4.0623569756460824,4.219118749970301,1,1,1,0.005716334569941018
