stimulus_id,text,human_v,human_a,human_v_scaled,human_a_scaled,rec_ev,rec_ea,rec_gv,rec_ga,rec_gen_text,rec_p55,rec_entropy,post_ev,post_ea,post_gv,post_ga,post_gen_text,post_p55,post_entropy
emobank_NYTnewswire9_10538_10589,"And then the casualties were going to be terrible.""",2.33,3.0,-0.3349999999999999,0.0,4.1947927119890425,4.991383213902792,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.03630905931253777,3.6501659040288628,4.070649774566836,4.921457428977313,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.021909316672046517,3.8367822655192967
emobank_SemEval_742,Floods force Malaysia evacuations,2.22,3.56,-0.3899999999999999,0.28,3.037439121878988,4.056051682269443,-2,3,"{
""valence"": -2,
""arousal"": 3
}

The text is likely",0.012066870192440567,3.276125519450073,3.6299597450130445,4.253677164229706,-2,3,"{
""valence"": -2,
""arousal"": 3
}",0.019078819586757667,3.4187331886221712
emobank_Ohio_Steel_12452_12560,"The people of Youngstown, being now unemployed had very little money to spend on anything but staying alive.",2.22,3.0,-0.3899999999999999,0.0,2.843514116083501,3.7093768012405017,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.004569393700463172,3.3570139054496777,2.995985837801644,3.692190868634796,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.00436929836211367,3.5223555531282176
emobank_SemEval_690,Now it's official: Iraq's a mess,2.18,3.46,-0.4099999999999999,0.2299999999999999,3.045808223830671,3.9630067586103013,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.011190541979178686,3.492850581253376,3.3830388172563994,4.018756450228953,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.009829131300712755,3.7160950602800344
emobank_Uprooted_Farming-on-Sand_1711_1753,Last year's rich loam is now useless sand.,2.3,3.0,-0.3500000000000001,0.0,3.5376998137200335,3.3051763688858626,-5,2,"{
""valence"": -5,
""arousal"": 2
}",0.005639738165177658,3.5531695161346732,3.5687966515142278,3.4787999984715148,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.0058388857297383585,3.665812709025632
emobank_SemEval_882,"Attack video saddens ""friendly fire"" widow",1.88,3.37,-0.56,0.185,3.203540319519776,3.031927758539308,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.0023995904210111704,3.1611042045164024,3.0302842120959768,2.8006699300444504,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.0014317070297972328,3.0934483430460618
emobank_wsj_2465_1041_1137,"An hour later, the paper's circulation manager, Miguel Soler, was shot and killed near his home.",2.0,3.18,-0.5,0.09,4.154180996547758,6.069426107150293,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.019149061266715024,3.7858610573059055,4.320287305555933,6.072284675645489,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.015332722650984213,3.9465582006049393
emobank_Nathans_Bylichka_38054_38115,Get out of my sight now – unless you know how to put it back?,2.12,3.63,-0.4399999999999999,0.3149999999999999,3.56861252749367,4.597036697914221,-3,3,"{
""valence"": -3,
""arousal"": 3
}

The text is likely",0.03809425025962609,3.476862157871325,3.4172445632793846,4.983054586464675,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.026881842921811384,3.6798020272975904
emobank_SemEval_920,Dozens killed in Baghdad bombing,2.0,3.62,-0.5,0.31,3.546240295796884,5.942067262695946,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.00814205630117243,3.7538239679425724,3.858036877846563,5.81103439104472,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.010281394458474986,3.830949507595092
emobank_hotel-california_30137_30157,"“No,” said Adrienne.",2.25,3.5,-0.375,0.25,2.9875975157038184,2.4409525284917515,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.004456425648511462,3.285544317240746,2.6046364148767087,2.7404946816573843,-2,0,"{
""valence"": -2,
""arousal"": 0
}",0.005428781752517349,3.307697101364917
emobank_NYTnewswire9_9777_9839,"Three days later, another B-29 from the 509th bombed Nagasaki.",2.33,3.0,-0.3349999999999999,0.0,4.042240444547298,3.2715806996212358,-5,2,"{
""valence"": -5,
""arousal"": 2
}

The text is likely",0.007046377660529571,3.565723579235356,4.207924665878813,3.1422547079644287,0,0,"{
""valence"": 0,
""arousal"": 0
}",0.0036635620493285894,3.679268353538817
emobank_110CYL071_246_283,Michael was born with cerebral palsy.,2.14,3.14,-0.4299999999999999,0.07,3.3993553887666095,2.8841038624112483,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.0024983468773121195,3.388424892255673,4.0864595038363305,2.935076567736761,2,3,"{
""valence"": 2,
""arousal"": 3
}",0.0030369404055320347,3.5728611439531783
emobank_SemEval_679,Gunmen abduct Filipino woman in Nigeria,2.22,3.22,-0.3899999999999999,0.1100000000000001,3.653748184001497,5.504434442790597,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.018515779970582163,3.691247199488484,3.9864225252318355,5.725350721066108,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.019964879197514315,3.741275162461357
emobank_112C-L015_859_939,Many of the children have no homes; no memories of joy from past holidays.,2.12,3.25,-0.4399999999999999,0.125,3.0065146901353557,4.587148103238633,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.006479857381613657,3.3727542734007656,2.9730285210471803,4.847105690583236,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.003968208854515702,3.425223681261558
emobank_captured_moments_9076_9083,Enough.,2.3,3.4,-0.3500000000000001,0.1999999999999999,4.03187894418112,2.570328113278393,-3,1,"{
""valence"": -3,
""arousal"": 1
}",0.006098326670800554,3.3075688635779295,3.9820901650857814,2.954874704343552,-3,0,"{
""valence"": -3,
""arousal"": 0
}",0.012493022166763637,3.6298503082362354
emobank_A_defense_of_Michael_Moore_19756_19840,"The kid was a little bastard, and the parents were involved in drugs -- case closed.",2.3,3.3,-0.3500000000000001,0.1499999999999999,3.82700406452761,4.062677901975548,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.020304645605102714,3.747423195922596,3.9083391041586406,3.423068708821318,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.012667166706908728,3.829640654093292
emobank_hotel-california_30791_30976,"“You could force the captain to set down somewhere. Let us off the ship. If he refuses, threaten him. If he still refuses, well, of all of us, isn't there someone who can drive a ship?”",2.3,3.6,-0.3500000000000001,0.3,4.789633441633966,6.313280790126259,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.027374431985599537,3.6111264832440115,4.842429857202555,6.2930538599546075,5,7,"{
""valence"": 5,
""arousal"": 7
}",0.02671934489632398,3.728052383563688
emobank_IFAW1_1303_1324,"“stupid, non-feeling”",2.0,3.0,-0.5,0.0,2.4340049153667738,2.501148718791955,-3,0,"{
""valence"": -3,
""arousal"": 0
}",0.0022219670390949847,3.1409503818067654,2.023300351728801,1.8853911058058264,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.0009803173866928083,2.631834619167457
emobank_Nathans_Bylichka_37381_37477,“and you’d better pray to whatever god you think will listen that he won’t care we woke her up.”,2.3,3.4,-0.3500000000000001,0.1999999999999999,3.4593131268632376,4.126487334541339,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.016555303441588533,3.645500818223549,3.4017381346283413,4.141376118951426,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.015114732756005467,3.7536715210681355
emobank_Ohio_Steel_10791_10967,"However, to American companies already suffering financial setbacks, outdated machinery, and fierce competition, this lack of demand was an inconvenience they could not afford.",2.3,3.1,-0.3500000000000001,0.05,2.603218298244505,3.27814925584141,-2,3,"{
""valence"": -2,
""arousal"": 3
}",0.0033083567841032955,3.202784367236319,2.815563337489588,3.234147821198548,-2,3,"{
""valence"": -2,
""arousal"": 3
}",0.003277253016912653,3.3609999528699452
emobank_marine1_490_675,"Even today, after years of public outrage, dolphins continue to die in tuna fisheries of other countries and are still being cruelly and often illegally killed by gillnets and harpoons.",2.0,3.2,-0.5,0.1,3.622324503778971,5.46793131369572,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.008460994941468515,3.6514457008776664,3.515841209752306,5.474066926800889,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.005110795416961091,3.72927142192844
emobank_sucker_1488_1738,"“a black-themed book will come up for consideration, and there won’t be anyone of color to put in an opinion, or there’ll be one, who shouldn’t bear the burden alone. So we all pretend we’re experts. Maybe I’m the only one who’s embarrassed by that.”",2.33,3.33,-0.3349999999999999,0.165,3.655854999702677,4.161654674970881,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.015015562307627682,3.581173866233769,3.5860553511742377,4.11670361583237,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.011214532025771688,3.689046833831691
emobank_hotel-california_2985_3092,"The survivors of the unfortunate accidents, the catastrophic malfunctions, the fateful crashes: this is us.",2.33,2.89,-0.3349999999999999,-0.0549999999999999,4.110110465886678,4.875678298037014,-3,5,"{
""valence"": -3,
""arousal"": 5
}

The negative valence",0.024027600787608915,3.675996302159766,4.340513039611279,4.677384136768872,2,3,"{
""valence"": 2,
""arousal"": 3
}",0.018682948160840193,3.9069559403700262
emobank_NYTnewswire9_7912_8038,"At 8:15 a.m. Hiroshima time, the pneumatic bomb-bay doors opened and ""Little Boy,"" equivalent to 20,000 tons of TNT, fell out.",2.0,3.5,-0.5,0.25,5.056092729016258,6.37780297108894,-8,7,"{
""valence"": -8,
""arousal"": 7
}",0.013030160381270675,3.8714143481777668,4.503116126359507,5.551338661019172,-5,8,"{
""valence"": -5,
""arousal"": 8
}",0.010477397013418776,4.119904459601918
emobank_SemEval_1204,Swiss plane crashes at Moscow airport,2.2,3.0,-0.3999999999999999,0.0,3.3956518327235594,5.428644005808724,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.017786217124850297,3.60660973794995,3.5893703912406756,5.52479062602793,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.019226776944557447,3.6665837694660564
emobank_20020731-nyt_18216_18312,"""There was death in D.C. throughout the '80s and into the '90s, and there was death everywhere,""",2.3,3.1,-0.3500000000000001,0.05,4.032024088882307,4.945085559368003,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.024343771182845263,3.6553122215743032,4.299093916631931,4.658476640165178,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.015771350923566727,3.8546932486924206
emobank_hotel-california_26456_26482,My quarters felt stifling.,2.22,3.11,-0.3899999999999999,0.0549999999999999,2.122971921458704,2.4585666823396597,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.00019072148951955855,2.4931435700175975,2.1138748989374383,2.6740536040997642,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.00028274920403304605,2.522513023459132
emobank_SemEval_846,"Scorpion on a plane, a pantful of pain",2.12,3.12,-0.4399999999999999,0.06,3.8075458405114158,5.564246079677355,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.01862575906660958,3.8470346760108223,3.6786311407935535,5.5094644933866235,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.013931051900193597,3.9518698315632053
emobank_hotel-california_18971_19010,We're not even going to leave a legacy.,2.33,2.89,-0.3349999999999999,-0.0549999999999999,3.465801577142582,3.4670250138635184,-5,2,"{
""valence"": -5,
""arousal"": 2
}",0.006382434433516275,3.697418321361457,3.247898984611391,3.384424186824768,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.005092021378973203,3.6849434964611745
emobank_A_defense_of_Michael_Moore_4592_4632,Mustafa was 14 years when he was killed.,2.1,3.1,-0.4499999999999999,0.05,4.413961823795948,3.996415696309035,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.007322714213894176,3.906476164302767,4.697286987813353,3.804456180609398,-9,0,"{
""valence"": -9,
""arousal"": 0
}",0.004636246907750059,3.9708533807918496
emobank_Seedbombing_2063_2206,"I found this hard to do while also avoiding cops, dealing with the camera and the car window, scoping out angles of approach for throwing, etc.",2.3,3.2,-0.3500000000000001,0.1,2.860398121019895,5.120889115666939,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.008020930802603554,3.263326329148025,2.5719207055532305,5.776234125664778,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.0034267823408858124,3.3165238061559044
emobank_SemEval_1086,High cholesterol raises stroke risk healthy women,2.3,2.8,-0.3500000000000001,-0.1,2.849115731297473,2.8768482161526476,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.002605206976309948,3.310591839712824,3.2112190877292153,2.952328025300093,2,3,"{
""valence"": 2,
""arousal"": 3
}",0.0032238963596174846,3.4154704652639514
emobank_NYTnewswire2_8918_8994,"""This is a criminal act and it certainly puts things in a different league,""",2.0,3.1,-0.5,0.05,4.284241581248111,4.561958911187567,-3,3,"{
""valence"": -3,
""arousal"": 3
}",0.06285207128633456,3.4636369775232767,4.2010783289923195,4.944890601452789,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.05033244028884995,3.7280874289707175
emobank_Fermentation_HR5034_9996_10126,"The hypocrisy, misleading notions and disinformation being featured at the wholesalers website supporting H.R. 5034 is staggering.",2.0,3.25,-0.5,0.125,3.3761266075994274,4.997833813599103,-5,3,"{
""valence"": -5,
""arousal"": 3
}

The negative valence",0.028155952116710025,3.601948187387848,3.1660567308996876,5.228196258758836,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.019914356102463174,3.672465181013981
emobank_SemEval_648,Somalia declares state of emergency,2.13,3.62,-0.435,0.31,3.921749113134733,5.025520549281393,-3,5,"{
""valence"": -3,
""arousal"": 5
}

The text is likely",0.035922947735058885,3.5904138504969714,4.257069533613965,5.50013868075726,-5,5,"{
""valence"": -5,
""arousal"": 5
}",0.0325584069796247,3.6299315060464585
emobank_hotel-california_17786_17818,"“That's still dumb,” said Sarah.",2.2,3.2,-0.3999999999999999,0.1,2.152362232147226,2.1197465051858493,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.00039062413661040024,2.6657469474134543,2.0246570075680537,2.310906314917102,-2,0,"{
""valence"": -2,
""arousal"": 0
}",0.0008038911220031609,2.747008754151024
emobank_cable_spool_fort_8516_8674,"""I thought he might stab you."" Roy said and craned his neck forward to look at Tucker's face as the other boys began to crowd around at a respectful distance.",2.3,3.4,-0.3500000000000001,0.1999999999999999,4.020029083853455,3.968929325258729,3,4,"{
""valence"": 3,
""arousal"": 4
}",0.026005571994357834,3.5222847818229983,4.007095270939816,4.381110786279415,3,4,"{
""valence"": 3,
""arousal"": 4
}",0.020219001608583396,3.77909162525156
emobank_hotel-california_33279_33299,I couldn't find her.,2.11,3.11,-0.445,0.0549999999999999,3.0882102608937108,3.658808220840853,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.005155609297920535,3.372380954607876,2.9832076475974163,4.254736872415518,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.0068664913868384265,3.376509817268636
emobank_The_Black_Willow_10749_10795,"I would not be happy, thus separated from it.""",2.2,3.2,-0.3999999999999999,0.1,3.275586220092118,3.3280130734213107,-5,2,"{
""valence"": -5,
""arousal"": 2
}",0.005481891163126176,3.481792741990242,2.9014049718648898,4.047596005542263,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.006411711087025409,3.4400383844797426
emobank_NYTnewswire7_1802_1854,"But in some areas, the seabass are being overfished.",2.3,3.0,-0.3500000000000001,0.0,3.4016511072947053,2.608656392601808,-2,1,"{
""valence"": -2,
""arousal"": 1
}

The text is likely",0.0015556723666399384,3.2039329414697164,3.5896345477697147,2.70695500567851,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.0017944568964829441,3.276853514036322
emobank_cable_spool_fort_116_125,You suck.,1.6,3.9,-0.7,0.4499999999999999,3.049626798869848,5.209782006810707,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.019265658127668454,3.766669289574596,2.8172690739126964,4.869494404777207,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.016835386209509084,3.798637725367147
emobank_detroit_9593_9753,"You think I'm kidding, but I couldn't be more serious -- that Honda is a visceral reminder for people of how the American consumer has left Detroit in the dust.",2.3,3.8,-0.3500000000000001,0.3999999999999999,4.659827782703955,4.824101101160798,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.03415723122223656,3.7270539837968113,4.442204138643326,4.870684786789558,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.025277789252138118,3.9000120702223264
emobank_cable_spool_fort_115_137,"""You suck."" Chad said.",2.1,3.8,-0.4499999999999999,0.3999999999999999,2.973705549820926,4.710252636005663,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.018719599672987662,3.606287096163013,2.9609631364488673,4.560689498930149,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.02045673048918036,3.7441338881828967
emobank_easy_money_6254_6342,Or maybe this guy was just a wacko who wanted to take me out on a dark road and kill me.,2.0,3.7,-0.5,0.3500000000000001,3.462478822900962,5.472414695293361,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.023022664394268456,3.657450737042822,3.6330076589660325,5.856178908762937,-5,5,"{
""valence"": -5,
""arousal"": 5
}",0.018422230636000115,3.843683311401034
emobank_audubon1_60_76,I’m outraged ...,1.63,3.91,-0.685,0.455,4.618997515125019,6.268272962400013,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.06267637326935328,3.4694073961317327,4.066404508942609,7.24931089273749,-5,9,"{
""valence"": -5,
""arousal"": 9
}",0.02780309479299595,3.4300998477139353
emobank_detroit_15207_15294,"You want to yell at which insurance company fucked up, or change a bedpan, so to speak?",2.1,3.8,-0.4499999999999999,0.3999999999999999,3.894633202083558,4.146623292339641,-5,3,"{
""valence"": -5,
""arousal"": 3
}

The text is likely",0.02352574390811619,3.7593808114259035,4.22069801753299,4.30184983403805,3,5,"{
""valence"": 3,
""arousal"": 5
}",0.020387471919336767,4.0019675904511915
emobank_Nathans_Bylichka_56572_56622,Hands closed on my neck and I felt my spine crack.,1.9,3.8,-0.55,0.3999999999999999,4.108006304343241,6.86118601254283,-5,8,"{
""valence"": -5,
""arousal"": 8
}",0.008450532564973494,3.6950388574830026,3.9502294534836677,7.546435731953208,-9,9,"{
""valence"": -9,
""arousal"": 9
}",0.006194238371460662,3.605142822884665
emobank_The_Black_Willow_12929_13034,"""What in G-d's name could have possessed you to do such a thing,"" cried Arthur, nearly raising his voice.",2.3,3.8,-0.3500000000000001,0.3999999999999999,4.16157980947069,5.375728172696114,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.04519056420131038,3.7381570987536827,3.8372879556862403,5.700576268954412,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.030393678039343754,3.8575714664758314
emobank_Madame_White_Snake_3473_3497,“disturbed and agitated”,2.12,4.0,-0.4399999999999999,0.5,2.831136551422511,5.098424914155942,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.024704050887003146,3.3359489355131617,2.5821619478270397,5.940140547327817,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.013224124047288241,3.3513599332877835
emobank_audubon1_7282_7287,“NO!”,2.0,3.89,-0.5,0.445,4.43287567422688,6.450964890216968,-5,5,"{
""valence"": -5,
""arousal"": 5
}",0.037423797835239456,3.927198986074674,3.6894985052469638,6.373274079134152,-5,5,"{
""valence"": -5,
""arousal"": 5
}",0.030845988858693312,3.8416648423125266
emobank_Nathans_Bylichka_37816_37828,he screamed.,2.22,3.78,-0.3899999999999999,0.3899999999999999,3.6864009437386174,5.660018491141801,-5,7,"{
""valence"": -5,
""arousal"": 7
}",0.043638556576898094,3.6310950264696547,3.3742887439004883,6.0792182461263575,-5,8,"{
""valence"": -5,
""arousal"": 8
}",0.02179240143767114,3.6830214401151067
emobank_Homosexuality_5297_5340,They also do not belong in a court of law!”,2.18,4.0,-0.4099999999999999,0.5,3.6759465438440704,4.753829412598948,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.04481727206636403,3.6957862753297914,3.4501731951823014,5.061052622833201,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.032160624926216685,3.8349527962217276
emobank_Nathans_Bylichka_11578_11605,That just unnerved me more.,2.0,3.8,-0.5,0.3999999999999999,3.004423502499753,5.112997716459492,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.019113178008523517,3.492373524043809,2.9739992083379794,5.861570014925344,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.010241081603373715,3.5773488439893697
emobank_detroit_4319_4400,"We didn't slow down to take a photo, but I'll paraphrase: DON'T BURN HOUSES DOWN!",2.1,4.1,-0.4499999999999999,0.5499999999999998,5.045509443461759,5.506644040073569,-5,5,"{
""valence"": -5,
""arousal"": 5
}",0.04235606487697912,3.938409323521477,4.139561179839838,5.4142461110049265,-5,5,"{
""valence"": -5,
""arousal"": 5
}",0.032477797445698044,4.015162048870131
emobank_defenders5_2473_2623,They are utterly out of step with their Alaska constituents ... the state agency that manages Alaska wildlife ... and the rest of the American public!,2.3,3.7,-0.3500000000000001,0.3500000000000001,2.9196309146547614,4.427688364112987,-3,4,"{
""valence"": -3,
""arousal"": 4
}

The negative valence",0.021327437554752016,3.424075472193137,2.9565598399640747,4.529928569709649,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.017121793498904792,3.643933739347856
emobank_Nathans_Bylichka_57890_57977,"Rachel, her clothes torn and her face drawn, looked like she might cry when she saw me.",2.33,4.0,-0.3349999999999999,0.5,3.9143117138092163,3.7578208293416275,-3,2,"{
""valence"": -3,
""arousal"": 2
}",0.014109230126341774,3.492106952884148,4.056197927408994,4.38919811210253,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.021879735396116696,3.868047222584636
emobank_SemEval_640,Firms on alert for letter bombs,2.2,3.8,-0.3999999999999999,0.3999999999999999,3.005320428405857,3.6732037234870014,3,5,"{
""valence"": 3,
""arousal"": 5
}

The text is likely",0.012801303755180998,3.2525278212286444,3.2984056058090228,4.00061584291741,3,5,"{
""valence"": 3,
""arousal"": 5
}",0.01797025167929151,3.40621200027757
emobank_hotel-california_22389_22419,Fact: Adrienne intimidated me.,2.0,3.67,-0.5,0.3349999999999999,2.554794396014551,3.196550861875386,-2,1,"{
""valence"": -2,
""arousal"": 1
}",0.0031766493792623357,3.18670083061171,2.4555182008576697,4.143051260864501,-2,3,"{
""valence"": -2,
""arousal"": 3
}",0.007408409791301168,3.2911799033916913
emobank_Ohio_Steel_19152_19222,Black Monday was a devastating blow to an entire generation of people.,2.0,3.72,-0.5,0.3600000000000001,3.4786459608261504,4.624871942051692,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.014901469087496863,3.5862373044280282,3.204528999981964,4.758655220671841,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.00843880561156374,3.597369866402426
emobank_Nathans_Bylichka_38047_38053,Fools!,2.25,3.75,-0.375,0.375,3.428788919446204,4.863291202758197,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.03356003475093922,3.7759547677131233,3.3939751597078556,5.0122146005102115,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.028786086411496385,3.9259173765835023
emobank_SemEval_215,Toddler died from E. coli tainted spinach,1.62,3.75,-0.69,0.375,3.6470610676663218,4.891748744386169,-3,5,"{
""valence"": -3,
""arousal"": 5
}",0.015309279303141708,3.7571888323166784,3.9411450586847177,4.914640820370314,-5,3,"{
""valence"": -5,
""arousal"": 3
}",0.01393237843250484,3.8889140276851135
emobank_captured_moments_28049_28065,"""Never,"" I said.",2.25,3.88,-0.375,0.4399999999999999,3.4192165921643203,3.1385113837120517,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.007081588780437265,3.7961396849364304,2.6289953717646415,3.144045788763063,-5,0,"{
""valence"": -5,
""arousal"": 0
}",0.00552425564974272,3.491514459529641
