model,alignment,task,dimension,n_clinical,n_complex_neutral,mean_clinical_displacement,mean_complex_neutral_displacement,displacement_diff,displacement_cohen_d,displacement_t_stat,displacement_p_value,secondary_raw_mean_diff,secondary_raw_p_value,primary_p_value,p_fdr
qwen_base,base,r,A,192,48,0.2887880335254571,0.1268389601942069,0.16194907333125022,0.9413822378950489,7.350357414121663,1.0463611298599057e-11,0.206340910210149,3.736562114225799e-09,1.0463611298599057e-11,2.8494289559435737e-10
qwen_base,base,s,A,192,48,0.24834685283058314,0.12410962196279274,0.1242372308677904,0.8370143536034773,6.678244820127127,3.2940300982975495e-10,0.08451301632631125,0.006926902648095439,3.2940300982975495e-10,2.1081792629104317e-09
qwen_base,base,w,D,192,48,0.31223413304008946,0.12788501090464385,0.1843491221354456,0.9380725359895519,7.939421466303112,1.1797628975408027e-13,-0.2056535124422334,1.7448907757049312e-08,1.1797628975408027e-13,
qwen_base,base,r,D,192,48,0.2685092117570505,0.11423400762177414,0.15427520413527634,0.9208663067657883,7.71876185779592,5.080005777506233e-13,-0.1325426624541155,3.558729452771321e-05,5.080005777506233e-13,
qwen_base,base,s,D,192,48,0.3190933898238333,0.1096777320470631,0.20941565777677018,1.0732003521725408,9.020068946609454,1.303269077062134e-16,-0.187672098791813,3.5093476070246065e-08,1.303269077062134e-16,
qwen_instruct,instruct,w,V,192,48,0.4304665183555599,0.4050660181627191,0.02540050019284079,0.08361911867839651,0.573519174444032,0.5676288468048066,-0.3911993809593044,1.2384139882313858e-08,0.5676288468048066,
qwen_instruct,instruct,r,V,192,48,0.5243638933994608,0.35470112015185906,0.1696627732476017,0.48498686697679955,3.6166928900850617,0.00042589416782084404,-0.4590269113192855,5.900623752570477e-11,0.00042589416782084404,0.001362861337026701
qwen_instruct,instruct,s,V,192,48,0.34647662657717754,0.3097306927601287,0.036745933817048826,0.13820534441850374,0.9704405937690229,0.3340739362274537,-0.29318088066313486,2.865641464374579e-07,0.3340739362274537,0.48592572542175083
qwen_instruct,instruct,w,A,192,48,0.48864227266834837,0.48150487832101535,0.007137394347333015,0.019516543405209082,0.13312691044463235,0.8943754296652784,-0.08060888788515541,0.23149941439599148,0.8943754296652784,
qwen_instruct,instruct,r,A,192,48,0.7102464117947976,0.5228978270330652,0.18734858476173244,0.4310397918503079,3.1433273246940643,0.0021080047872544007,0.1568994060939337,0.03128711440822494,0.0021080047872544007,0.005621346099345069
qwen_instruct,instruct,s,A,192,48,0.4794971955527407,0.45701216413329565,0.022485031419445023,0.062391757854708844,0.43167614197259724,0.6669137936347085,-0.05572433839511248,0.43409334375187975,0.6669137936347085,0.7359048757348507
qwen_instruct,instruct,w,D,192,48,0.23017424567045422,0.2468711193954912,-0.016696873725036976,-0.09115645357597259,-0.5847944543445249,0.5603503796751702,-0.22603318936648087,1.498132689604391e-08,0.5603503796751702,
qwen_instruct,instruct,r,D,192,48,0.2654328485560114,0.2898658584745218,-0.024433009918510384,-0.12607572155676458,-0.8150670081763562,0.41743049716447544,-0.16904096709628647,2.307546540655631e-05,0.41743049716447544,
qwen_instruct,instruct,s,D,192,48,0.25940103765047184,0.28383879877965207,-0.024437761129180224,-0.1081873345173416,-0.673134697903961,0.5029854976029011,-0.3146876381898931,2.8893717207883257e-10,0.5029854976029011,
