model,alignment,task,dimension,n_triplets,n_direction_defined,mean_step_1_aligned,step_1_ci_low,step_1_ci_high,step_1_p_value,mean_step_2_aligned,step_2_ci_low,step_2_ci_high,step_2_p_value,dose_response_p_value,monotonicity_rate,midpoint_deviation,secondary_mean_slope,secondary_slope_p,mean_slope,slope_ci_low,slope_ci_high,p_value,mean_neutral,mean_moderate,mean_clinical,primary_p_value,p_fdr
gemma_instruct,instruct,r,V,48,48,0.48812270679915865,0.17370872536055054,0.8117990249767796,0.002265504059991146,-0.17575996807513383,-0.46850890919827326,0.09990857897351335,0.8849350765551389,0.8849350765551389,0.25,-0.010100796633653856,0.10996906477834208,0.12010301556184166,0.10996906477834208,-0.03139051292446333,0.24451514561434748,0.8849350765551389,6.333577102976052,6.43344537112074,6.553515232532736,0.8849350765551389,0.9997570178610937
gemma_instruct,instruct,s,V,48,48,0.28654214692369606,-0.0240348336299298,0.6309637077809686,0.041407836547527124,-0.014817452776121459,-0.3545538896411925,0.3019873443704488,0.5363693836891172,0.5363693836891172,0.16666666666666666,-0.14013898847307713,0.012038094768902543,0.8594428839323774,0.012038094768902543,-0.11524821646908041,0.15226461462358995,0.5363693836891172,3.2682304213905127,3.1401295276863377,3.292306610928318,0.5363693836891172,0.9997570178610937
gemma_instruct,instruct,w,A,48,48,-0.3935956631078616,-0.815377801570685,0.02999853362578317,0.9603051705262555,0.3885249990269272,-0.0597509160143528,0.7994834993851314,0.03956477489679589,0.9603051705262555,0.16666666666666666,-0.2892496296463439,-0.11616685261282217,0.2264744155132177,-0.11616685261282217,-0.2991075971356158,0.07435958286558536,0.9603051705262555,4.648434370362982,4.243017888103815,4.416100665137337,0.9603051705262555,
gemma_instruct,instruct,r,A,48,48,0.028187900497147773,-0.21501382402416985,0.31201011323340766,0.42050472107819176,0.3457871842718691,0.04375973759676314,0.6114177229188242,0.010151740019170052,0.42050472107819176,0.20833333333333334,-0.08795285248088325,0.18874305411451772,0.001757359711003414,0.18874305411451772,0.08410223476832042,0.30067493986912297,0.42050472107819176,5.2511655686744225,5.351955770308057,5.6286516769034565,0.42050472107819176,0.9997570178610937
gemma_instruct,instruct,s,A,48,48,-0.4151682634794455,-0.8328983625194842,-0.017387423307645904,0.9724020334996212,0.35684796186651274,-0.0465711198716732,0.7811809804138314,0.045290752894751186,0.9724020334996212,0.08333333333333333,-0.3837218646930503,-0.08528574748850548,0.31822109869080395,-0.08528574748850548,-0.2412724616921793,0.08934368354416274,0.9724020334996212,5.028687901647149,4.559680289465592,4.858116406670137,0.9724020334996212,0.9997570178610937
gemma_instruct,instruct,w,D,48,48,-0.33758958440188347,-0.8361975787238579,0.16809876763858336,0.9111321170922718,0.27255167160605154,-0.14145138235949067,0.6870497240380039,0.10209368101784683,0.9111321170922718,0.1875,-0.34946408263328194,-0.20072603037205686,0.03015282854982361,-0.20072603037205686,-0.37872698141581956,-0.026052274902833305,0.9111321170922718,5.42522783229107,4.875037719285732,5.023775771546956,0.9111321170922718,
gemma_instruct,instruct,r,D,48,48,-0.20739745028622547,-0.4595930528042361,0.06632938981904017,0.9334087624700469,0.32733651119086743,0.06788575215895161,0.6078829579334465,0.015907842485512615,0.9334087624700469,0.2916666666666667,-0.060058401929074114,-0.017296356848173766,0.8251559757461107,-0.017296356848173766,-0.170128435180717,0.12381608596196987,0.9334087624700469,6.317787132534787,6.24043237375754,6.283194418838441,0.9334087624700469,
gemma_instruct,instruct,s,D,48,48,-0.38836182323949914,-0.8267671119238689,0.05970359112936007,0.9498716225391504,0.2620572584813916,-0.1431998449523498,0.6606481062801742,0.10445231739834371,0.9498716225391504,0.20833333333333334,-0.30671697554914723,-0.02796013017131659,0.7677303758128314,-0.02796013017131659,-0.21013040080155745,0.16317662075007427,0.9498716225391504,5.713003149419129,5.378326043698666,5.657082889076496,0.9498716225391504,
llama_base,base,w,V,48,48,-0.05469758766974053,-0.0995045378471856,-0.00899002702076828,0.9873253680531866,0.040974552489149225,-0.007606011770916593,0.09504601890645138,0.06334649743775524,0.9873253680531866,0.1875,-0.001187965775845623,-0.03535316657798938,0.00277107115886918,-0.03535316657798938,-0.056947039478499994,-0.01199072885141436,0.9873253680531866,4.0570418158007895,4.020500683446954,3.986335482644811,0.9873253680531866,
llama_base,base,r,V,48,48,-0.02297072790914424,-0.06874163221828275,0.021890276770132337,0.8368475747442706,0.02729360944324678,-0.019055844395073164,0.07453066524495118,0.13915720067308338,0.8368475747442706,0.10416666666666667,0.010564234286044305,-0.03463070849535955,0.0003252957249221487,-0.03463070849535955,-0.05484483582494095,-0.017584012449308718,0.8368475747442706,3.921934151536268,3.897867677326952,3.8526727345455485,0.8368475747442706,0.9997570178610937
llama_base,base,s,V,48,48,-0.04466920972184791,-0.09898037224342204,0.006998065925398071,0.9458055000446848,0.055163860320797446,-0.0008410227571051929,0.1145218132560701,0.03193358841103182,0.9458055000446848,0.125,7.372625371036372e-05,-0.03166723486653506,0.015408810525917135,-0.03166723486653506,-0.057594584458666706,-0.007452712097883889,0.9458055000446848,3.978638848209265,3.9470453395964404,3.9153043784761947,0.9458055000446848,0.9997570178610937
llama_base,base,w,A,48,48,-0.0687697592595502,-0.10796013724667801,-0.03279425675228481,0.9997552416266577,0.05332407696138469,0.015097907891237989,0.09313381942809551,0.006361047535183664,0.9997552416266577,0.125,-0.060260792011719244,-0.014824040235807717,0.1372363581226536,-0.014824040235807717,-0.035424036645101624,0.004106877856892345,0.9997552416266577,4.514733533389634,4.439648701142107,4.485085452918018,0.9997552416266577,
llama_base,base,r,A,48,48,-0.04364255822963675,-0.07999075382626877,-0.007380896933754515,0.9893449862498475,0.03989489164614455,-0.0009059218448986731,0.07687011063823718,0.027882360742023576,0.9893449862498475,0.125,-0.039279023658766864,-0.008227962735832872,0.38802144211964884,-0.008227962735832872,-0.02667703048277809,0.009613492787975528,0.9893449862498475,4.401080110084568,4.353573123689968,4.384624184612902,0.9893449862498475,0.9997570178610937
llama_base,base,s,A,48,48,-0.08034378315449159,-0.12420040013427286,-0.03765676910310527,0.9997570178610937,0.07579560289167563,0.03571633146810788,0.1173558242407267,0.00039164618219635007,0.9997570178610937,0.14583333333333334,-0.07590858626042081,-0.004041747738627403,0.7081911571313111,-0.004041747738627403,-0.024644076340396122,0.016399453478266806,0.9997570178610937,4.454117030901182,4.374166696902134,4.446033535423927,0.9997570178610937,0.9997570178610937
llama_base,base,w,D,48,48,-0.09508098948908296,-0.14604467345629382,-0.04487817322036706,0.9997629989061354,0.08332545141971885,0.03565260099834338,0.13420233936469841,0.001217080380185891,0.9997629989061354,0.08333333333333333,-0.042973067953467385,-0.010827571760562196,0.26107926646390334,-0.010827571760562196,-0.030587736332721542,0.007020091896510635,0.9997629989061354,4.1528922128514685,4.099091573137438,4.131237069330344,0.9997629989061354,
llama_base,base,r,D,48,48,-0.08243097059165157,-0.12441918240933994,-0.0392344181967264,0.999792395499856,0.05644096211106691,0.015041068877184339,0.10208742198649806,0.008526939933761841,0.999792395499856,0.041666666666666664,-0.023136378069305862,-0.011385937490692397,0.21895608956356336,-0.011385937490692397,-0.029683952032864357,0.004906587198007683,0.999792395499856,4.0172142367277885,3.9826919211677905,3.994442361746404,0.999792395499856,
llama_base,base,s,D,48,48,-0.0974033957357378,-0.15202611014856685,-0.0445398097441882,0.9995762781777272,0.06138586941420047,0.006024144871979853,0.11523670880999165,0.01597895540128917,0.9995762781777272,0.0625,-0.042147082927407875,-0.00846184408225513,0.4191612651431008,-0.00846184408225513,-0.02848261144992834,0.009615725961829129,0.9995762781777272,4.112206917404839,4.0615979903951756,4.095283229240328,0.9995762781777272,
llama_instruct,instruct,w,V,48,48,0.08724720987776619,0.004499573548903449,0.16631297561549777,0.020104140810422926,-0.06522122748508163,-0.16331991590218856,0.03183309912410681,0.9045148010744875,0.9045148010744875,0.16666666666666666,-0.08525590160732781,0.0721185222423322,0.0003880810726575419,0.0721185222423322,0.03601306826462692,0.10847745912534552,0.9045148010744875,6.331725789746234,6.318588410381238,6.475962834230899,0.9045148010744875,
llama_instruct,instruct,r,V,48,48,0.03656605554728901,-0.05133615592037361,0.12313935616321824,0.20591948771669083,-0.06903653769992979,-0.17155368090207138,0.04262398513967652,0.9013624421452131,0.9013624421452131,0.14583333333333334,-0.08981665179256915,0.07569897008325926,0.0005929347642642767,0.07569897008325926,0.03766320348290998,0.11488159073508328,0.9013624421452131,6.4627881926064505,6.448670510897142,6.6141861327729705,0.9013624421452131,0.9997570178610937
llama_instruct,instruct,s,V,48,48,0.07880811865681264,-0.01767427474751347,0.16536497333821876,0.060505397577139124,-0.0660764075592322,-0.19016018386363268,0.05371055153148686,0.8547172749443529,0.8547172749443529,0.20833333333333334,-0.13435788942032742,0.1218440227635531,1.6560933134604745e-06,0.1218440227635531,0.07892288722943776,0.16367430145257716,0.8547172749443529,6.229386593452667,6.216872726795894,6.473074638979774,0.8547172749443529,0.9997570178610937
llama_instruct,instruct,w,A,48,48,-0.009936243692088509,-0.1274661558219103,0.10950625920342241,0.5618943976022097,0.17984908737604485,0.04441519131406232,0.31342212188369933,0.006905558183949091,0.5618943976022097,0.16666666666666666,-0.1659941527875578,0.054948003438965554,0.07922882543380966,0.054948003438965554,-0.0016756530560383632,0.1124742027752852,0.5618943976022097,3.332415841983861,3.221369692635268,3.4423118488617916,0.5618943976022097,
llama_instruct,instruct,r,A,48,48,0.20659786410203354,0.0784966748413157,0.325992125824927,0.0010053812186254809,0.48944546001213407,0.2857815546757491,0.6838177148279702,8.120320155183003e-06,0.0010053812186254809,0.4583333333333333,-0.21803981922541657,0.36635548763710557,5.826893371750441e-10,0.36635548763710557,0.275739494164785,0.4539977355551747,0.0010053812186254809,3.047936430697645,3.196252099109334,3.7806474059718567,0.0010053812186254809,0.03217219899601539
llama_instruct,instruct,s,A,48,48,-0.08827820400663418,-0.21455999222495056,0.03997000921893808,0.8978345817423528,0.22128250371140637,0.08133710038833199,0.3541778667412637,0.0021986747029608925,0.8978345817423528,0.16666666666666666,-0.24244930049420274,0.027870527612459863,0.4324103896469501,0.027870527612459863,-0.03664259270667551,0.09348757509962016,0.8978345817423528,3.52248493981339,3.307906166931648,3.5782259950383106,0.8978345817423528,0.9997570178610937
llama_instruct,instruct,w,D,48,48,-0.23360287499332646,-0.4462730146434737,-0.021811358776334857,0.9786597433620458,0.0156863297092343,-0.14317308144540009,0.15372765294423982,0.412268229061026,0.9786597433620458,0.08333333333333333,-0.30836265506560534,-0.27206994897724246,1.3301264059280649e-09,-0.27206994897724246,-0.34661793420512704,-0.2036185739344317,0.9786597433620458,4.664092559262966,4.083659955220118,4.119952661308481,0.9786597433620458,
llama_instruct,instruct,r,D,48,48,-0.22793472699103967,-0.4601902824660619,0.0016770145174095229,0.9683407539692597,-0.012363375169778987,-0.1828622389771288,0.1465984004714055,0.5609927908942375,0.9683407539692597,0.125,-0.293453919856522,-0.34659375996127645,4.678722736178249e-11,-0.34659375996127645,-0.42667533437913635,-0.2665779097992831,0.9683407539692597,4.784401312914262,4.144353633096464,4.091213792991709,0.9683407539692597,
llama_instruct,instruct,s,D,48,48,-0.25721763476446496,-0.48655636315657724,-0.03525897196153381,0.9821901785332648,-0.02500577086479715,-0.19216163494471972,0.11952997915529952,0.6304279593313658,0.9821901785332648,0.125,-0.30064703590821446,-0.3350575991193099,8.830436920988745e-11,-0.3350575991193099,-0.41804988734303417,-0.2609604935526108,0.9821901785332648,4.83526157019858,4.1995569351710555,4.16514637195996,0.9821901785332648,
olmo_base,base,w,V,48,48,-0.35346737456098337,-0.6246998889318984,-0.08696998948657295,0.9951962109127444,0.038694729321640975,-0.18441723252454206,0.24227560399765374,0.36228519855155517,0.9951962109127444,0.10416666666666667,-0.243951660167847,-0.3065852595896172,1.237324020682787e-07,-0.3065852595896172,-0.407215482521254,-0.21438566296022607,0.9951962109127444,3.5295752880076883,2.9790383682502237,2.916404768828454,0.9951962109127444,
olmo_base,base,r,V,48,48,-0.2837596960713172,-0.5493121727036914,-0.013692207749615019,0.9796953998339316,0.0838715859930298,-0.1238455489613665,0.2792223770491266,0.22401537879234162,0.9796953998339316,0.125,-0.2639210498235663,-0.24064844577860922,6.937091964518851e-06,-0.24064844577860922,-0.33487677003989946,-0.14937794660494252,0.9796953998339316,3.0812008547850596,2.5766313591828847,2.5999039632278413,0.9796953998339316,0.9997570178610937
olmo_base,base,s,V,48,48,-0.06681342977446209,-0.24048701513926882,0.1134159619318667,0.7755680218571993,-0.026602395942991602,-0.18892796977881463,0.1463678030572668,0.61528030510531,0.7755680218571993,0.125,-0.14436749151110115,-0.15198156885995392,0.0005743116913400872,-0.15198156885995392,-0.23302571388758936,-0.07819199031986182,0.7755680218571993,4.551904796329805,4.25555573595875,4.247941658609897,0.7755680218571993,0.9997570178610937
olmo_base,base,w,A,48,48,-0.1723557690952994,-0.29871788612148786,-0.04655168105228478,0.9973015256654281,-0.05128760337344446,-0.15825645125743026,0.051204650253870145,0.8289684874064445,0.9973015256654281,0.08333333333333333,-0.13023004861161575,-0.1325801039958194,2.773293070854346e-07,-0.1325801039958194,-0.17795875957613752,-0.09100725637967279,0.9973015256654281,3.931044724488313,3.668234571880878,3.6658845164966736,0.9973015256654281,
olmo_base,base,r,A,48,48,-0.19062814218548363,-0.3324111296687737,-0.062255355488727765,0.9979264735654749,0.013944221260788,-0.09397782348949506,0.12682489205305272,0.40004492305787964,0.9979264735654749,0.041666666666666664,-0.18621243969983803,-0.10859802084750696,9.972226254408132e-06,-0.10859802084750696,-0.15395776119453067,-0.07121963433839022,0.9979264735654749,3.664768426999284,3.3699579664519397,3.44757238530427,0.9979264735654749,0.9997570178610937
olmo_base,base,s,A,48,48,-0.12005486536986387,-0.21468204385930761,-0.019025191155459326,0.990755592650309,-0.04337416220958127,-0.1370893145441684,0.042230891998123354,0.8177895951330545,0.990755592650309,0.08333333333333333,-0.13379653931555993,-0.09585011185635033,1.8790570212357862e-05,-0.09585011185635033,-0.13416529860587145,-0.05943397020452383,0.990755592650309,4.5366035721968485,4.306956921024938,4.344903348484148,0.990755592650309,0.9997570178610937
olmo_base,base,w,D,48,48,-0.04924681156457914,-0.19331099574400934,0.07970606834244724,0.7574981929345738,-0.1113252482900517,-0.2392359114065153,0.006381916431654422,0.9603468192574728,0.9603468192574728,0.08333333333333333,-0.14279164784765266,-0.12319305168250765,5.112628464656828e-06,-0.12319305168250765,-0.17283691546538102,-0.0806364272878895,0.9603468192574728,4.113576713438197,3.8475920139080366,3.867190610073182,0.9603468192574728,
olmo_base,base,r,D,48,48,-0.0110429975867495,-0.17041671249060134,0.12057103287030205,0.5611996862789074,-0.11539333664954693,-0.2331943624597713,-0.005691641610800663,0.9720188692617014,0.9720188692617014,0.10416666666666667,-0.18671344159670067,-0.09434161318034824,0.00039655945814206015,-0.09434161318034824,-0.1446907862283927,-0.05145481784029215,0.9720188692617014,3.793976546544863,3.512921491767814,3.6052933201841664,0.9720188692617014,
olmo_base,base,s,D,48,48,-0.020612621103940076,-0.11657205519981385,0.07460389371375468,0.6624056041956143,-0.111068746767223,-0.2085522746341026,-0.020039460412020323,0.9861848550831186,0.9861848550831186,0.0625,-0.10318106707442275,-0.07789885409094774,0.0007668605282750611,-0.07789885409094774,-0.12113242207633926,-0.04059582788831654,0.9861848550831186,4.788644135870151,4.607564214704781,4.632846427688256,0.9861848550831186,
olmo_instruct,instruct,w,V,48,48,0.01954052132766935,-0.05447187968054298,0.08563410824958469,0.2978973448543889,0.02339502105728758,-0.045798112317123586,0.09511011983383622,0.25857394435834247,0.2978973448543889,0.1875,-0.10704521990083182,-0.022358917565793907,0.07018720763732715,-0.022358917565793907,-0.046243767714495655,0.0013376380147481549,0.2978973448543889,5.686082731296633,5.556678593830007,5.641364896165045,0.2978973448543889,
olmo_instruct,instruct,r,V,48,48,0.00877230024473232,-0.04671329312515203,0.05993767101398519,0.37850122072744813,0.0295650413517977,-0.023790267906708067,0.08896847206563004,0.15659096042304485,0.37850122072744813,0.22916666666666666,-0.08280883210492962,-0.020847374585157268,0.036679592736786434,-0.020847374585157268,-0.039923730036127925,-0.0019859347999247354,0.37850122072744813,5.60478346467832,5.501127257988234,5.563088715508006,0.37850122072744813,0.9997570178610937
olmo_instruct,instruct,s,V,48,48,0.02200836657356392,-0.04405439525358187,0.08068966947799734,0.25547634106877,0.01173450433741365,-0.05492773471143637,0.08566948587972917,0.37556144560932675,0.37556144560932675,0.2708333333333333,-0.07040846000086609,-0.023560052965359495,0.05617650530670868,-0.023560052965359495,-0.04669380624747114,0.00042914866134892947,0.37556144560932675,5.692816180830472,5.598847667864246,5.645696074899753,0.37556144560932675,0.9997570178610937
olmo_instruct,instruct,w,A,48,48,-0.2800302380565911,-0.47441820939254886,-0.07235776238917262,0.9955437056256641,0.2100741763864661,0.011902955834922133,0.41512161649060275,0.026753701860745643,0.9955437056256641,0.125,-0.4084801064589767,-0.06844799078493162,0.10477376257739024,-0.06844799078493162,-0.14542408674711518,0.016920785610531994,0.9955437056256641,6.493231753023323,6.0163036557794145,6.356335771453459,0.9955437056256641,
olmo_instruct,instruct,r,A,48,48,-0.1930970671483895,-0.36811192645851265,-0.01564286193062766,0.9813390713904862,0.257021300137227,0.06860459190048052,0.45291477340039105,0.006606385583121086,0.9813390713904862,0.125,-0.3684013419568663,0.014255394805207053,0.6910188114290209,0.014255394805207053,-0.0533741602021259,0.08948377268392178,0.9813390713904862,6.235722254885952,5.881576307734292,6.264233044496365,0.9813390713904862,0.9997570178610937
olmo_instruct,instruct,s,A,48,48,-0.24994286856839087,-0.44748406725369266,-0.05006489707688149,0.9910485403633316,0.19036030579613591,0.001378832050070498,0.38697751289788995,0.03643657061180497,0.9910485403633316,0.10416666666666667,-0.36969625203992984,-0.05810426710056826,0.13684173114429363,-0.05810426710056826,-0.1280632053713171,0.01946455203826849,0.9910485403633316,6.5329645629880035,6.105164043847506,6.416756028786868,0.9910485403633316,0.9997570178610937
olmo_instruct,instruct,w,D,48,48,0.018434914357754777,-0.16123180221166225,0.2001465014144268,0.4237368892331404,0.06314222629188437,-0.17215198377663302,0.28910205301377473,0.29147175644147977,0.4237368892331404,0.22916666666666666,-0.36561813539580723,0.08179111707682105,0.037938032055274046,0.08179111707682105,0.008354199540890403,0.15921363540435562,0.4237368892331404,6.217974798732738,5.934147780413753,6.381557032886381,0.4237368892331404,
olmo_instruct,instruct,r,D,48,48,0.03695409378692186,-0.14534306356707863,0.21980237176639422,0.34696259643697397,0.08470753037778418,-0.13832780333019037,0.30359746618262556,0.22499917310421758,0.34696259643697397,0.25,-0.33719313667749473,0.06936612113360813,0.08114700404915977,0.06936612113360813,-0.0036688543177713557,0.1492597205929217,0.34696259643697397,5.9686625512369424,5.700835535693057,6.1073947935041595,0.34696259643697397,
olmo_instruct,instruct,s,D,48,48,0.05148786473904284,-0.11901652712960144,0.21993878058022,0.2744449428962028,0.040440337174234196,-0.1793583575234118,0.23953314765033631,0.35211734544354867,0.35211734544354867,0.25,-0.31874374075996975,0.07574979273231142,0.037545648029306516,0.07574979273231142,0.009175066564576917,0.14611306012522066,0.35211734544354867,6.143638944832998,5.90064499680534,6.295138530297621,0.35211734544354867,
qwen_base,base,w,V,48,48,0.08019785654737606,-0.014389651513788527,0.18799517599737103,0.06294118846171125,0.04980149204187071,-0.07031601951349034,0.16619397668138877,0.207848976872166,0.207848976872166,0.20833333333333334,-0.058511434689496766,-0.04814789012137758,0.037938774842704304,-0.04814789012137758,-0.0909280966885548,-0.006714403490670609,0.207848976872166,4.879741298314154,4.773081973503279,4.783445518071399,0.207848976872166,
qwen_base,base,r,V,48,48,0.10235276170115863,0.0002530933834864725,0.21257928667815112,0.029879669447516778,-0.02035276230539157,-0.13266534603896432,0.08909593387291555,0.6389429297278222,0.6389429297278222,0.20833333333333334,-0.07004687817405213,-0.0539479023900637,0.01237550157626192,-0.0539479023900637,-0.09355996514529064,-0.01161087218956865,0.6389429297278222,5.083989538806264,4.959994758242148,4.976093734026136,0.6389429297278222,0.9997570178610937
qwen_base,base,s,V,48,48,0.06262945979726843,-0.022089670105833445,0.1512314897056229,0.0802581201273907,0.0499987660011845,-0.03825410817891348,0.13773184694064639,0.13240816795479135,0.13240816795479135,0.25,-0.06903221474127662,-0.03319763849643983,0.0640041704319902,-0.03319763849643983,-0.06796705963444095,0.0016199032401599137,0.13240816795479135,4.7067990518462866,4.60456919860857,4.640403774853406,0.13240816795479135,0.9997570178610937
qwen_base,base,w,A,48,48,-0.0462823091130102,-0.14483178493124468,0.048285512116910456,0.8152046258610302,0.18847873533563816,0.08302352437723737,0.29633550804154785,0.0008412348035025964,0.8152046258610302,0.20833333333333334,-0.1603188134807406,0.048433907157334165,0.10352138416558604,0.048433907157334165,-0.007912165399918,0.10191458124451501,0.8152046258610302,5.113441666182456,5.0015567598590485,5.210309480497124,0.8152046258610302,
qwen_base,base,r,A,48,48,0.02033863438335722,-0.07154671423466938,0.11370229093038904,0.3376500736613389,0.20099460207732,0.09512413045953905,0.31736910809795776,0.0006033601896510303,0.3376500736613389,0.2708333333333333,-0.1430034552947199,0.09392145965275937,0.0016593932182912441,0.09392145965275937,0.03780822315472553,0.14584096479219816,0.3376500736613389,5.139372409801969,5.090290414160008,5.327215329107488,0.3376500736613389,0.9997570178610937
qwen_base,base,s,A,48,48,-0.04307432292831879,-0.13209065393425937,0.047300422308108186,0.8188334559546867,0.1318094430773993,0.03173309137981025,0.23267602264968812,0.00771881362390801,0.8188334559546867,0.22916666666666666,-0.11855564718834681,0.016288395069718086,0.5389544888176577,0.016288395069718086,-0.03373925143180203,0.06433698158146224,0.8188334559546867,5.172403273463397,5.070136021344768,5.204980063602833,0.8188334559546867,0.9997570178610937
qwen_base,base,w,D,48,48,-0.09340467154563593,-0.21161992304305527,0.0159707736086769,0.9367741719767787,-0.018109201315577195,-0.1330343634214727,0.09268563801794197,0.6272056351166153,0.9367741719767787,0.14583333333333334,-0.09919295244438832,-0.12604791422376224,4.432309277526824e-06,-0.12604791422376224,-0.17383996957055556,-0.07909894224936272,0.9367741719767787,5.546241606470686,5.321000739802535,5.294145778023161,0.9367741719767787,
qwen_base,base,r,D,48,48,-0.0905940340133329,-0.1900318429759932,0.006200576480893879,0.9579909291850174,0.008028658604420702,-0.09091837687339945,0.10392723348423259,0.435058605542855,0.9579909291850174,0.14583333333333334,-0.1000692819598627,-0.09074204594768424,9.341617597837592e-05,-0.09074204594768424,-0.1301789348386454,-0.05100927465992445,0.9579909291850174,5.582534994942375,5.391723667034829,5.401050903047007,0.9579909291850174,
qwen_base,base,s,D,48,48,-0.11105206549091867,-0.22554924613031785,-0.007012704661534254,0.9694984835121927,-0.03078149519598015,-0.1350348953160176,0.07159995680708063,0.7192708697861705,0.9694984835121927,0.10416666666666667,-0.09983088566816478,-0.1515367482602856,2.9070155065924768e-08,-0.1515367482602856,-0.19421523773115085,-0.1096532190776046,0.9694984835121927,5.611814940893962,5.360447306965511,5.30874144437339,0.9694984835121927,
