stage,rq,family,alignment,task,axis,condition,metric,estimate,value_text,ci_low,ci_high,p,q,n,is_primary,analysis_role,source_artifact,source_key
behavioral,rq1_emobank_correspondence,llama,instruct,reader,dominance,emobank_human_grounding,spearman_rho,0.1970747361720814,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,llama,instruct,reader,dominance,emobank_human_grounding,mae,1.8687294372146943,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,llama,instruct,self,valence,emobank_human_grounding,mae,2.0740463156050555,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,llama,instruct,self,arousal,emobank_human_grounding,mae,1.8617647413334983,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,llama,instruct,self,dominance,emobank_human_grounding,pearson_r,0.2542863893513082,,,,3.1936970040214083e-16,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,llama,instruct,self,dominance,emobank_human_grounding,spearman_rho,0.2296362776964911,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,llama,instruct,self,dominance,emobank_human_grounding,mae,1.884469293787853,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,writer,valence,emobank_human_grounding,pearson_r,0.022706470879935,,,,0.4732284539764726,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,base,writer,valence,emobank_human_grounding,spearman_rho,0.0169999835310727,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,base,writer,valence,emobank_human_grounding,mae,1.9789060427429963,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,writer,arousal,emobank_human_grounding,pearson_r,-0.0252460149424415,,,,0.4251736580652522,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,base,writer,arousal,emobank_human_grounding,spearman_rho,-0.0581831047821011,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,base,writer,arousal,emobank_human_grounding,mae,1.926148918977752,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,writer,dominance,emobank_human_grounding,pearson_r,-0.0115923612814528,,,,0.7142632515951889,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,base,writer,dominance,emobank_human_grounding,spearman_rho,-0.0160462840471468,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,base,writer,dominance,emobank_human_grounding,mae,1.8838617986299544,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,reader,valence,emobank_human_grounding,mae,1.9634416114813047,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,reader,arousal,emobank_human_grounding,mae,1.8822616345457472,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,reader,dominance,emobank_human_grounding,pearson_r,0.0386059252652381,,,,0.2225580075706005,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,base,reader,dominance,emobank_human_grounding,spearman_rho,0.0459494052767752,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,base,reader,dominance,emobank_human_grounding,mae,1.9245042005025548,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,self,valence,emobank_human_grounding,mae,1.991144344228688,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,self,arousal,emobank_human_grounding,mae,1.9072538845025253,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,base,self,dominance,emobank_human_grounding,pearson_r,0.0493528586336232,,,,0.1188371904474072,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,base,self,dominance,emobank_human_grounding,spearman_rho,0.0452781658584838,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,base,self,dominance,emobank_human_grounding,mae,1.9426042714788327,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,valence,emobank_human_grounding,pearson_r,0.3231208323928541,,,,9.828093340707092e-26,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,valence,emobank_human_grounding,spearman_rho,0.3025266510066662,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,valence,emobank_human_grounding,mae,2.035118554902002,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,arousal,emobank_human_grounding,pearson_r,0.0957280110802957,,,,0.0024426157252614,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,arousal,emobank_human_grounding,spearman_rho,0.069054036552078,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,arousal,emobank_human_grounding,mae,2.119251235895436,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,dominance,emobank_human_grounding,pearson_r,-0.0045693728129164,,,,0.8852507195415623,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,dominance,emobank_human_grounding,spearman_rho,0.0192750309536995,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,writer,dominance,emobank_human_grounding,mae,1.9697604903052812,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,reader,valence,emobank_human_grounding,mae,2.043017112789363,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,reader,arousal,emobank_human_grounding,mae,2.0746715403381133,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,reader,dominance,emobank_human_grounding,pearson_r,0.1036984561112025,,,,0.0010234899438623,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,reader,dominance,emobank_human_grounding,spearman_rho,0.0992937189898966,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,reader,dominance,emobank_human_grounding,mae,1.976468571996701,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,self,valence,emobank_human_grounding,mae,2.039693206829042,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,self,arousal,emobank_human_grounding,mae,2.0982570783175696,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,olmo,instruct,self,dominance,emobank_human_grounding,pearson_r,0.1265428139461636,,,,6.001000917281482e-05,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,self,dominance,emobank_human_grounding,spearman_rho,0.1169535819336935,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,olmo,instruct,self,dominance,emobank_human_grounding,mae,1.985265701633092,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,qwen,base,writer,valence,emobank_human_grounding,pearson_r,0.392866754880701,,,,2.9872588977355203e-38,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,qwen,base,writer,valence,emobank_human_grounding,spearman_rho,0.3994924553702685,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,qwen,base,writer,valence,emobank_human_grounding,mae,2.0013328148703318,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,qwen,base,writer,arousal,emobank_human_grounding,pearson_r,0.1557645462630546,,,,7.42942718019416e-07,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,qwen,base,writer,arousal,emobank_human_grounding,spearman_rho,0.1533482385264511,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,qwen,base,writer,arousal,emobank_human_grounding,mae,1.9785113523701925,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
behavioral,rq1_emobank_correspondence,qwen,base,writer,dominance,emobank_human_grounding,pearson_r,0.1106897687034819,,,,0.0004536649950405,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,r_continuous
behavioral,rq1_emobank_correspondence,qwen,base,writer,dominance,emobank_human_grounding,spearman_rho,0.1044610730497221,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,rho_continuous
behavioral,rq1_emobank_correspondence,qwen,base,writer,dominance,emobank_human_grounding,mae,1.9355217936333216,,,,,,1000,False,secondary,behavioral/results/derived/emobank_3way_summary/behavioral_emobank_metrics.csv,mae
