pair_id,prompt_rec_L10_mlp,gen_rec_L10_mlp,prompt_rec_L10_attn,gen_rec_L10_attn,prompt_rec_L10_resid,gen_rec_L10_resid,prompt_rec_L14_mlp,gen_rec_L14_mlp,prompt_rec_L14_attn,gen_rec_L14_attn,prompt_rec_L14_resid,gen_rec_L14_resid,prompt_rec_L15_mlp,gen_rec_L15_mlp,prompt_rec_L15_attn,gen_rec_L15_attn,prompt_rec_L15_resid,gen_rec_L15_resid,prompt_rec_L18_mlp,gen_rec_L18_mlp,prompt_rec_L18_attn,gen_rec_L18_attn,prompt_rec_L18_resid,gen_rec_L18_resid,prompt_rec_L20_mlp,gen_rec_L20_mlp,prompt_rec_L20_attn,gen_rec_L20_attn,prompt_rec_L20_resid,gen_rec_L20_resid,prompt_rec_L24_mlp,gen_rec_L24_mlp,prompt_rec_L24_attn,gen_rec_L24_attn,prompt_rec_L24_resid,gen_rec_L24_resid,l15_mlp_recovery,l24_resid_recovery,delta_g
N-rage-d2-c3,-1.812705129734704,3.8865532787846657,-2.816301636717289,-0.26715862107480337,-3.699428326534515,1.9880231029984263,-2.2792705247732803,-2.109138580508163,-2.3337255048551997,-1.6127997223971624,-0.8714976026250154,0.8101158335400149,-1.8826707663416542,2.9690313034535065,-2.7430664518837133,17.05280871381465,-0.7848424891792938,19.75870521366111,-0.25422310148310867,9.622836732864226,-0.5206648408095926,-12.409193466279888,0.3344176163016632,59.94948347246869,-0.2738513837839518,23.68988124084752,-0.2497130892090249,4.886322034572988,-2.825840160488058,64.52685524003195,-1.5365512675127757,18.444759253955855,0.348304706954472,0.07227796344840831,-0.14526303220736558,65.07843801986589,2.9690313034535065,65.07843801986589,62.10940671641238
N-rage-d4-c4,,-7.380223531243146,,3.3875728063107347,,7.338036232334833,,2.7140209495494894,,14.160329189132392,,-4.6078699167908965,,17.107906342598323,,20.832257212184413,,17.62362542491721,,2.492822341914447,,6.069947307347034,,18.488415546706804,,27.067922908205798,,-9.106050496090745,,5.764928580282369,,-25.370518344771398,,-8.27400308110593,,20.738418634345713,17.107906342598323,20.738418634345713,3.63051229174739
N-rage-d5-c1,0.9552883890791675,2.0878540914968435,2.9442935407420823,5.408011753968256,3.25013924756109,5.612714734557733,6.23446158436074,-1.0794523695475622,2.394888938035611,5.952652289154326,3.471262772312589,12.27781938333894,2.7267033146119557,-8.36828860319887,0.7295130031801822,17.52923069510608,0.789182542708533,29.64671975248676,3.6259854464725683,25.33621411995458,3.286695248504201,1.20694296895425,2.372510077417489,73.39821953876007,2.9518207346604375,22.788331440491994,2.145499739328538,0.3004301598185988,4.624198003619362,81.28902630778416,-0.3901798756660746,26.50803264873558,2.5184506851084976,4.057174378045659,0.22542635244929832,78.45838246398138,-8.36828860319887,78.45838246398138,86.82667106718026
N-rage-d6-c2,5.147053026562698,6.839387978422318,0.08450173617305934,0.2798467025263096,2.5264634984642376,-2.229406246838117,3.3776208838199318,-3.9510862159636284,0.5589477119578024,-1.1934291812387032,3.5567849191253664,1.8999229163708775,2.3710610447806646,1.6362755124593287,-0.40092250838570376,10.335664508875098,1.690088747064622,16.155089191600858,-0.26059551161805583,8.879671759381779,-1.9070864672396048,-15.127558386811035,2.7073776270760908,56.597570643969085,-2.6641028073858264,16.408248220822188,1.5276755373635598,4.753494113826728,0.4836547259632229,68.02570148218095,-0.9219984778557233,11.104553525975202,1.4446699199444635,-1.3656376295335004,-1.691745931713573,69.02814869349932,1.6362755124593287,69.02814869349932,67.39187318103998
N-terror-d1-c2,,-7.720836586251267,,4.322660783703791,,6.381283966217655,,-6.596730922052663,,-11.796966203028592,,11.655495307768227,,-5.895317125915378,,19.881245531993574,,24.474176250361936,,-12.45415598801043,,11.551690157158179,,19.93724402865198,,25.404554243388134,,-24.904323934869854,,27.160294522859086,,25.65042812918317,,3.5726306209422853,,35.58749775744183,-5.895317125915378,35.58749775744183,41.48281488335721
N-terror-d4-c1,0.3847577896756271,1.7632298675050895,1.62951979066851,1.4052051280751932,2.3301581756566825,5.323807900006283,1.0092659297120998,1.5114177257159467,1.152961409665898,-2.97083798723623,-0.6388276138584059,5.561863587659621,6.639975747879811,-2.5259516746774624,-2.19222777190089,6.424926565398947,2.1472402222833753,10.08645940582954,1.919677246256446,2.7940795138911345,0.7977382503615571,-12.828350636686924,-3.530177701435533,46.204989746616434,-1.082196145430614,-4.177189262079373,-1.4601995260727252,8.502763722811258,0.10309800602047448,56.354176087931705,-4.957666779996828,10.630683220039995,-1.6886920117200388,-0.21104150738338046,-3.579335847486287,56.200107176312166,-2.5259516746774624,56.200107176312166,58.72605885098963
N-terror-d5-c3,4.2944860718846956,2.3805577131636557,-3.376536997751578,7.069930829221982,1.6595705963034724,2.361989162360334,-2.0667824102860166,2.2909761786341964,-0.08759505897053543,0.2093899169337443,3.8693607767376625,9.072687102309851,-3.990961930834813,-0.25031838051428057,-5.991902532257343,12.209337961923527,4.246486937810889,15.38682731174983,0.5668966626472094,15.590028932348066,-4.237837775556175,-6.089569745331924,-3.1462862190531293,63.37384896915032,-2.2562660398176337,19.87659736359122,-0.5591405600098076,-6.707833571449595,-0.5559496261574592,73.07181451402354,-2.639610257694436,29.137044696075787,-1.0533377257913035,0.8996934556930958,-0.9135374310974331,78.32401758723793,-0.25031838051428057,78.32401758723793,78.57433596775222
N-terror-d5-c4,6.279417388195152,-0.6108009728933439,5.899490042529376,-2.0562830178368463,4.240416777521217,-5.393771033737793,5.07551961141729,-3.24144075847006,-3.216277258391065,6.217656475459288,4.299681197544992,2.5533275035160563,3.33290716378537,1.1464261744488335,2.9567680976637756,3.8157492856555675,-3.334853025821949,-9.582053735500452,4.879711229673777,12.266518638085477,5.268371747576827,4.76270773363704,1.6786084178377236,4.364149822283836,3.3691886608117616,-0.8771012410102363,7.830951809250363,-6.784674555980308,6.113714989954355,1.4263480401114137,4.586372260673855,-2.429286452003354,1.1215101188073673,1.3062798021191036,0.8064654915300951,7.211098040076946,1.1464261744488335,7.211098040076946,6.064671865628112
N-terror-d6-c3,-1.570835348368127,4.12946727967094,3.7827846076876726,-7.678505091453891,7.282963262913,-19.40982177053845,-4.775796287151524,-4.853556756196298,-4.96727218378632,-12.014565505105068,2.777090412340677,-0.391749603753877,-0.7917211881788067,-4.005231043061297,-7.581264611841965,-20.395928728752356,1.5224347112461456,-13.10066481025447,0.5854212169656869,1.5516434455928763,-3.310840008128202,8.748844500019393,-1.8339742011032945,-30.6793977686165,-2.167254748325753,-4.74669775861587,1.8495032155196989,-5.747365983248831,-5.73788605819745,-4.962035364893569,-1.4914432068851236,6.713498129330786,-1.0089281511574066,-2.938502295457157,2.8747726872042856,-2.750529362643328,-4.005231043061297,-2.750529362643328,1.254701680417969
N-vigilance-d4-c4,,-9.837208531195207,,6.092523558985818,,-5.617916736760176,,5.978055853928255,,4.021354233814689,,-7.681307515871172,,3.9626657857302905,,10.623493985544307,,12.179144700621158,,-14.945827836180925,,-18.03492545651384,,20.046221361373885,,9.095771074699154,,-21.301158380317187,,13.139683883401776,,4.676398816646876,,5.596989984522926,,11.68820593772626,3.9626657857302905,11.68820593772626,7.725540151995968
N-vigilance-d6-c2,0.8397593014494609,-8.885704905694647,-10.191597583730339,3.400395044385829,-11.70249205425149,1.9352920550699593,-0.5538714980635184,-23.107939934764723,-0.296167724901486,-1.079911862558891,1.396574681514906,-8.638153193188947,2.6583827826135664,-1.8517991341092443,-5.169861734090597,-24.91204322780405,-4.191418617771303,0.6830121029316127,2.8289519261112117,0.4708488339807526,3.0143261194076287,-21.836626194058507,1.5045195908944264,27.84217536187302,5.653459526203775,-7.497844624608918,3.276081434586686,-5.783881122126955,7.334855937279061,35.17602858723611,1.350188575491651,7.276988332130784,-0.11811440632230052,1.6542755120483754,-1.3162447936450272,32.325603018156144,-1.8517991341092443,32.325603018156144,34.17740215226539
N-admiration-d4-c4,,8.349881868065633,,1.4381358215984852,,5.789486399713795,,9.803479274101079,,7.58041789438283,,5.758491483987116,,3.889099762928494,,3.577139069868185,,7.7813923349332565,,-3.1802282175430685,,14.079088409017837,,14.830166156129444,,15.641600561016222,,7.083873407788255,,20.79517641501647,,2.765360316165666,,0.6395510987321829,,26.91187125994212,3.889099762928494,26.91187125994212,23.022771497013625
N-admiration-d5-c1,,-8.17186333064248,,-14.090142404264983,,-21.08291839069263,,-7.575531319451656,,-1.3898567165035125,,-38.46699172753305,,-3.6381411337700786,,-5.97495775891943,,-19.6290838675236,,17.095419896338793,,-36.244142496323015,,51.94347478576732,,-33.93319824127661,,-36.342635434669134,,53.825838890428614,,26.260480944920317,,-9.268553829259707,,47.68049656006937,-3.6381411337700786,47.68049656006937,51.31863769383945
N-admiration-d5-c4,1.669314731195326,0.9770523596906333,11.230297523621202,-1.5093635230717384,10.354938023342353,-0.6108811062120578,-1.5581459636625938,5.218142098042399,0.3695059617671137,1.104508003588378,2.3825183577189435,15.747711303040745,2.2046148086345085,7.638969822044672,4.655793915362672,15.103596217306524,3.6710590116294184,13.709390251214714,2.6107387968541063,18.134288904633898,3.855023992863882,-5.167214863517211,4.5066382938837135,58.95950487028853,-0.7422656212361822,18.24863022403177,0.20562164518077575,4.791066402542676,1.4124177612048983,66.83636121832289,0.09821902501642166,29.594025822752634,-1.021410759720176,0.3248584388309772,-0.22745492351206043,68.8489729437991,7.638969822044672,68.8489729437991,61.210003121754426
N-amazement-d1-c1,-0.24365674578008534,0.8016783374490299,-1.3492583052887808,-1.0670365440994312,0.4668009943968432,0.15089900417010194,-2.0476915744543023,1.9420238241356969,-2.5313629115831127,-0.48086748107871724,-2.3146687157516332,3.9013511889428365,-1.725211671986493,0.38481034661101976,-1.2700829492024113,3.898240188954072,-1.1549660481288582,9.668314794158784,0.16097410562954106,4.087483683106397,-0.839887152396912,-13.625318856287748,-0.02803188234241638,32.65839887968496,-1.7308424405391598,2.370904124094697,-2.348659650746465,-8.356685522083618,-1.350311815055072,42.44512685593692,-1.6765850846024222,20.485588723679093,-0.24947402307713418,1.0593448664790062,-1.3127832520678728,48.300738542173086,0.38481034661101976,48.300738542173086,47.91592819556207
N-amazement-d2-c4,1.2921187401398138,0.6438186589394657,-4.173541887968146,-0.8793096032663872,-1.203592394060693,0.3772553781789423,4.105671677318612,4.9430521401511935,2.9623128518946107,1.9650256023816204,1.7301077839939505,-0.24172865402105614,1.396255970646576,1.9292482900279295,1.1212750196942567,8.234172590543821,-1.649984730044296,9.704689976341928,5.099311816011531,2.261728197203261,-4.6465794622439605,4.820956347010608,0.17920431055074015,52.69914041133457,-2.0419126198617077,21.56736835803571,-2.423228931540833,2.1346589799625892,-0.4254523257874787,62.29983101094532,-0.08173236012436469,15.242734561393402,0.5376252337874865,-0.16832947035188006,-1.436457759549059,64.89795585746313,1.9292482900279295,64.89795585746313,62.9687075674352
N-amazement-d4-c3,-1.0383240482354283,-4.077934379414794,-3.4638622734763924,-1.495077582664206,-6.742473502250879,-8.24811395389171,-3.5409466145609914,-6.507622016574888,-2.111759085985465,-6.818614032597292,-1.7260020296008483,-10.119579947253566,-5.238616253193995,-1.712185909998376,-2.11988713453215,-21.901113212011424,-4.267905604476097,-14.462522855662918,-5.175858274458389,7.721493988900274,-2.9600495770254476,-4.7917025086016585,-0.33704543172183854,48.456566101980215,-3.3059551457923053,9.72183897136263,-6.858986858358929,21.544856371842336,-3.5633878363476423,63.097422688832374,1.844897660660283,-8.945275631330741,-0.053819017113565515,0.7213607447452253,0.9588563915431725,71.63084165228727,-1.712185909998376,71.63084165228727,73.34302756228566
N-amazement-d5-c3,,24.191846036851583,,29.692376475884785,,21.781877273586858,,1.6180394777262963,,31.429788398146385,,37.91081627615709,,-9.718949654724018,,-1.9092590167560264,,33.18557505934946,,38.850825807312305,,28.71099031287262,,46.51590453667881,,-10.550022267835168,,29.137222717095202,,24.195627831713495,,18.87786229440007,,7.626727640382547,,44.85377087674872,-9.718949654724018,44.85377087674872,54.57272053147274
N-ecstasy-d2-c4,7.072489446316299,8.167822047414253,1.9274861158962375,5.201321372412082,8.664902092277716,-1.6974943438071932,5.0499652066840595,4.7217120877655505,6.759575134971185,2.148655631567442,6.709625751921933,2.059654587205473,3.26027806651501,3.2336125658330217,1.7174910242477415,4.51427837136219,3.1654647334175667,5.028689981930978,3.9401051530795206,6.996603462766149,5.44967770281497,15.808270294989734,2.376789619116304,51.15937140609446,5.985837427088613,33.41592079684605,3.0864010401838615,7.67554190761397,7.358695563688411,60.196024004888784,2.196711713059729,16.704264916429267,1.4979233130668623,0.9389956770879726,-0.2323049058544635,62.153399039068034,3.2336125658330217,62.153399039068034,58.919786473235014
N-ecstasy-d5-c2,2.4023122293017396,8.772463098032969,0.13496540496773513,13.064513421811885,7.061033711651021,3.5637216577579567,1.6885276648559544,3.8473423357239134,3.9786328131911186,8.242231597392502,0.4211972804174402,0.9459523537434733,0.42788614268872704,-14.122252609998775,-1.4309609600492657,-7.570101681419361,3.2171407976177013,-8.34679801344227,2.366559846565164,11.596453564986298,1.7604549372004619,0.9897463034208465,1.7828710492628352,45.94025619476297,0.9618440386257365,36.480241992905924,1.5744615679141427,53.30007696976659,-0.03719113356601689,67.61463094072109,-5.573217811433784,-1.757246562075787,2.5935728839893812,2.412331208259033,2.4303962777427857,68.54299963791051,-14.122252609998775,68.54299963791051,82.66525224790928
N-ecstasy-d6-c1,-0.9353543763743533,4.910640669529631,-0.6726142012985159,-4.396634087417239,0.1751736237716517,-0.492625854785822,1.5174247890808457,-1.4854004112894836,-0.3925182577452224,0.4639374513990102,2.648683984808553,4.411080537241041,-1.9119819809730654,-2.3390672209982144,-0.820318669827258,10.192648905116897,0.1397784681188785,13.87335351801039,-0.6444083783982091,-4.589206490472764,-1.9446899931663486,-11.923151960490896,-0.48419346148627085,55.16496777833338,0.5861830957654801,4.9018658443746315,1.8809561217148718,6.795327035245069,-0.10222603150551457,65.16111400607,-0.5552860927386938,15.015035580527169,-0.8634272463307058,3.1160100138130975,0.22437392327419037,73.8169179350061,-2.3390672209982144,73.8169179350061,76.15598515600432
N-grief-d2-c1,0.41604874062451946,6.117718075434309,-3.2949876788184396,2.6283144800116065,-1.2456914613257153,-0.9897269334521841,-2.403240897408776,1.042856130148806,-3.3269116960544576,3.340173097013688,-1.9358407470487782,0.7077469975546813,1.6751986680433317,-1.9978676222030867,-0.16618635094447498,3.2319919583658763,-2.065498197011739,6.452658832401104,1.756780724934004,9.470729589933836,0.8266669748010047,-9.969812409107481,-0.874313252188319,55.94211871702106,-1.7225471691819205,11.309213705408593,-0.3744527667943309,-3.9268801878819426,1.2938720345533894,65.35627523618251,-1.4175928072929667,27.296077448243405,0.14788594389449905,3.31069218300043,-2.3658195221127887,64.98980808856402,-1.9978676222030867,64.98980808856402,66.9876757107671
N-grief-d4-c2,-6.767098923749204,-13.008470617754542,-3.305915145248517,-8.279056810987973,-9.73044945402246,-4.313244763166146,-17.541391973383114,-10.203459056015408,-9.931426274308542,-13.299995540718811,-6.684736932842261,2.7791629905907222,-4.784053170380087,6.2740967383973505,-16.505576394238595,-7.555206623420485,-10.189298357755217,-4.09213553393204,1.0097516434396936,2.5509151352705484,-12.104692820531483,-11.375141032946301,-6.6004719161381065,35.38690759579294,-11.58726508647996,0.22121832223692683,-5.274962976156772,-21.59842168037489,-7.637182641675477,25.16419893275934,-5.40127281626408,2.8717919432484362,0.7599728474374401,-9.126054401154015,-2.636265166331331,32.07962045589849,6.2740967383973505,32.07962045589849,25.805523717501142
N-loathing-d4-c2,4.015833538577751,4.044454670316933,0.6840729704549187,3.1812073320159118,0.08584635390189721,3.0169440028059102,0.5823588491973952,2.6119733611598472,3.1560172314017754,-1.3280656592449258,-0.5851061183036466,5.836635449332883,-0.3757363852764817,0.5013658454732894,-3.4374951560629086,13.603565385499216,1.0772584698546361,26.544132737101357,-0.09005602523439737,12.076719955595362,-4.787294828796562,-11.804807428880348,-0.03894145727882936,59.116409113561616,-0.4654997755577206,14.225790287614604,0.036805289912889005,2.0928343628750956,-2.5150658308955354,65.78611631088036,1.4874426193059231,23.769223593802714,3.0596795024241397,0.3402678847934659,0.18036055760320968,72.21489276930491,0.5013658454732894,72.21489276930491,71.71352692383162
N-loathing-d5-c1,0.8767828772230701,0.029276978833370215,0.5280226071716965,-1.2067066989996933,-4.477403958553028,-0.04132765811739603,0.46842710070692517,1.4685022125443647,-0.5608287551188251,-0.011132913815492529,-0.6658286872288643,-0.7727258519628855,-2.1053837469226178,1.1323708439035518,1.2635014141922363,5.319309210198686,-0.10395962790947788,6.317097693682938,-0.09203430625390752,7.99568626964059,-0.43459864133246207,-2.4793626298488247,0.4701880278092152,54.33024242849041,0.1202885581753188,14.51902499837161,0.7485084852908441,1.0895314503499898,0.7053633902813217,81.84936555808027,0.09654993700087822,22.48892134539906,0.5777143670484208,0.6097825822717562,0.6838772808756999,86.41343573888008,1.1323708439035518,86.41343573888008,85.28106489497652
N-loathing-d5-c2,12.83495697745527,0.09286466665205939,20.950414856895172,0.9405021842303629,20.849629187118403,7.003672026277485,13.135525805937586,-5.305059495880027,7.2072986504310155,3.462343492528741,13.999758371450955,19.107124147131337,11.505583868445147,11.67524234905386,4.015225307897142,17.86473295329123,6.701376842461748,32.16771013386771,8.90014740997913,20.17580834160849,8.13702764238059,-3.953696542611329,7.332433531511384,56.32932030110198,2.95404565374241,10.39259686510816,11.141744330193614,-0.1945373596116351,8.847875424141971,74.835550697202,3.961979845648711,27.032871734706287,-2.8355653760538058,-0.07931070152680242,1.6448592506579707,71.75405570359872,11.67524234905386,71.75405570359872,60.07881335454486
N-loathing-d5-c4,0.4408426860621373,1.6708905041320055,0.4862259127227153,1.683762186317328,2.170459562395366,2.724742942908065,0.21404873025328008,-2.8141591931797105,1.5188992295406378,3.148117108027848,1.5497473094012504,6.2890417983046625,-0.19365951820613514,3.117169893294791,-0.1271464125914612,17.0108234143863,-0.33644513091573014,22.940760062762557,0.5826245636441407,7.604238613510439,0.8200164123878473,-5.3016554756976975,0.7389629414896293,60.925486330741265,-2.791643184438364,20.520977451929767,-4.085341011928834,-0.09235238368137111,-2.3152216602379205,73.28823698898128,-3.2363803315319517,19.103521794744637,-2.52805297552241,-2.046785931379147,-0.32304169217629575,74.83474441672304,3.117169893294791,74.83474441672304,71.71757452342825
N-terror-d4-c4,-14.442867882362398,-12.604184836320753,1.862293647987645,2.1224136541421634,1.6030021000265848,-7.2368898298658335,5.593063741992266,-3.4951036162250704,2.6016190585738674,-10.023390573215863,8.21778347217842,-8.443539102484632,1.0483653429670836,-2.5958292497721303,5.126579410973909,-0.7033777570438327,0.7484164037931618,0.25113946219226246,7.177614188890924,3.6392714503277745,6.746967636979817,-13.128756872860237,11.727293084142365,47.29424519674094,-2.036764443114758,31.801840796754156,7.157426389931687,26.848883357564546,10.287192756513686,73.88408670285014,12.240974172576335,5.261316453206688,6.464811889513344,-10.216989555169453,5.616416489484777,83.3022949867538,-2.5958292497721303,83.3022949867538,85.89812423652592
N-vigilance-d4-c3,-4.4064626517916095,-0.4554400067189768,-0.5366542232416505,3.5888625795971962,2.911373225989189,-1.2515246147018821,4.239668265400731,1.3374611618987453,-1.0221903400980281,-0.784811143147035,2.5037210009890565,4.910698839231165,0.48234454569768825,6.451646751895391,3.0413833300176107,12.576091348188534,4.5099420155843895,11.527340593957502,4.291993637485159,15.77218041239561,4.904350987642925,-12.139118475234412,6.3629709280300535,61.49443607179064,1.466346582703626,22.467889044612843,2.0630500201424984,0.7826377564603026,1.9871512068522557,60.15585871049427,-0.5598507302764455,17.874897530998833,3.280998918908451,-2.8946715587970795,5.38931934789002,61.57208000129346,6.451646751895391,61.57208000129346,55.12043324939807
